week,skill,count,co_skills
2024-W25,dotnet,165.0,"['agile', 'android', 'angular']"
2024-W25,angular,155.0,"['agile', 'android', 'aws']"
2024-W25,machine learning,154.0,"['agile', 'android', 'angular']"
2024-W25,azure,152.4,"['agile', 'android', 'angular']"
2024-W25,devops,148.6,"['agile', 'android', 'angular']"
2024-W25,php,137.6,"['agile', 'android', 'angular']"
2024-W25,flutter,136.9,"['agile', 'android', 'angular']"
2024-W25,data science,136.4,"['agile', 'android', 'angular']"
2024-W25,cybersecurity,130.7,"['agile', 'android', 'angular']"
2024-W25,android,129.1,"['agile', 'angular', 'aws']"
2024-W25,spring,127.5,"['agile', 'android', 'angular']"
2024-W25,agile,127.2,"['android', 'angular', 'aws']"
2024-W25,typescript,123.0,"['agile', 'android', 'angular']"
2024-W25,mongodb,118.0,"['agile', 'android', 'angular']"
2024-W25,postgresql,114.0,[]
2024-W25,deep learning,112.6,"['agile', 'android', 'angular']"
2024-W25,kubernetes,112.2,"['agile', 'android', 'angular']"
2024-W25,google cloud,111.6,"['agile', 'android', 'angular']"
2024-W25,blockchain,105.1,"['agile', 'android', 'angular']"
2024-W25,laravel,103.8,"['agile', 'android', 'angular']"
2024-W25,react native,101.0,"['agile', 'android', 'angular']"
2024-W25,pytorch,98.0,"['agile', 'android', 'angular']"
2024-W25,microservices,91.9,"['agile', 'android', 'angular']"
2024-W25,tensorflow,91.3,"['agile', 'android', 'angular']"
2024-W25,data engineering,90.2,"['agile', 'android', 'angular']"
2024-W25,tailwind,89.9,"['agile', 'android', 'angular']"
2024-W25,ios,88.8,"['agile', 'android', 'angular']"
2024-W25,django,83.3,"['agile', 'android', 'angular']"
2024-W25,next.js,82.2,[]
2024-W25,redis,77.5,"['agile', 'android', 'angular']"
2024-W25,cpp,75.4,"['agile', 'android', 'angular']"
2024-W25,terraform,74.9,"['agile', 'android', 'angular']"
2024-W25,go,74.6,"['agile', 'android', 'angular']"
2024-W25,graphql,70.7,"['agile', 'android', 'angular']"
2024-W25,scikit-learn,68.1,"['agile', 'android', 'angular']"
2024-W25,vue,64.2,"['agile', 'android', 'angular']"
2024-W25,swift,61.0,"['agile', 'android', 'angular']"
2024-W25,elasticsearch,59.9,"['agile', 'android', 'angular']"
2024-W25,flask,58.3,"['agile', 'android', 'angular']"
2024-W25,fastapi,57.0,[]
2024-W25,dart,54.3,"['agile', 'android', 'angular']"
2024-W25,kotlin,51.3,"['agile', 'android', 'angular']"
2024-W25,ruby,42.3,"['agile', 'android', 'angular']"
2024-W25,rust,39.5,"['agile', 'android', 'angular']"
2024-W25,scala,30.7,"['agile', 'android', 'angular']"
2024-W25,llm,27.1,[]
2024-W25,svelte,24.7,[]
2024-W25,langchain,18.1,[]
2024-W26,java,259.9,"['agile', 'android', 'angular']"
2024-W26,javascript,248.9,"['agile', 'android', 'angular']"
2024-W26,react,240.3,"['agile', 'android', 'angular']"
2024-W26,python,234.6,"['agile', 'android', 'angular']"
2024-W26,nodejs,188.1,"['agile', 'android', 'angular']"
2024-W26,aws,184.8,"['agile', 'android', 'angular']"
2024-W26,docker,173.2,"['agile', 'android', 'angular']"
2024-W26,mysql,167.8,"['agile', 'android', 'angular']"
2024-W26,csharp,167.0,"['agile', 'android', 'angular']"
2024-W26,azure,165.5,"['agile', 'android', 'angular']"
2024-W26,spring,160.1,"['agile', 'android', 'angular']"
2024-W26,machine learning,157.0,"['agile', 'android', 'angular']"
2024-W26,dotnet,154.4,"['agile', 'android', 'angular']"
2024-W26,angular,151.7,"['agile', 'android', 'aws']"
2024-W26,data science,150.2,"['agile', 'android', 'angular']"
2024-W26,devops,144.0,"['agile', 'android', 'angular']"
2024-W26,flutter,141.8,"['agile', 'android', 'angular']"
2024-W26,php,139.7,"['agile', 'android', 'angular']"
2024-W26,android,137.5,"['agile', 'angular', 'aws']"
2024-W26,mongodb,124.7,"['agile', 'android', 'angular']"
2024-W26,postgresql,124.7,"['agile', 'android', 'angular']"
2024-W26,cybersecurity,124.0,"['agile', 'android', 'angular']"
2024-W26,kubernetes,115.7,"['agile', 'android', 'angular']"
2024-W26,react native,115.0,"['agile', 'android', 'angular']"
2024-W26,agile,114.4,"['android', 'angular', 'aws']"
2024-W26,typescript,112.0,"['agile', 'android', 'angular']"
2024-W26,blockchain,109.8,"['agile', 'android', 'angular']"
2024-W26,next.js,103.3,"['agile', 'android', 'angular']"
2024-W26,google cloud,102.4,"['agile', 'android', 'angular']"
2024-W26,pytorch,101.4,"['agile', 'android', 'angular']"
2024-W26,data engineering,95.3,"['agile', 'android', 'angular']"
2024-W26,ios,92.8,"['agile', 'android', 'angular']"
2024-W26,redis,90.2,"['agile', 'android', 'angular']"
2024-W26,laravel,87.8,"['agile', 'android', 'angular']"
2024-W26,cpp,86.3,"['agile', 'android', 'angular']"
2024-W26,terraform,84.6,"['agile', 'android', 'angular']"
2024-W26,tensorflow,84.5,"['agile', 'android', 'angular']"
2024-W26,tailwind,84.3,"['agile', 'android', 'angular']"
2024-W26,deep learning,83.1,"['agile', 'android', 'angular']"
2024-W26,vue,81.3,"['agile', 'android', 'angular']"
2024-W26,django,78.8,"['agile', 'android', 'angular']"
2024-W26,microservices,78.7,"['agile', 'android', 'angular']"
2024-W26,go,76.0,"['agile', 'android', 'angular']"
2024-W26,graphql,74.3,"['agile', 'android', 'angular']"
2024-W26,kotlin,70.5,"['agile', 'android', 'angular']"
2024-W26,elasticsearch,66.5,"['agile', 'android', 'angular']"
2024-W26,fastapi,64.3,"['agile', 'android', 'angular']"
2024-W26,dart,62.7,"['agile', 'android', 'angular']"
2024-W26,flask,57.0,"['agile', 'android', 'angular']"
2024-W26,scikit-learn,52.1,"['agile', 'android', 'angular']"
2024-W26,svelte,42.6,"['agile', 'android', 'angular']"
2024-W26,scala,42.0,"['agile', 'android', 'angular']"
2024-W26,rust,38.2,"['agile', 'android', 'angular']"
2024-W26,ruby,35.7,"['agile', 'android', 'angular']"
2024-W26,swift,35.2,"['agile', 'android', 'angular']"
2024-W26,llm,32.6,[]
2024-W26,langchain,19.4,[]
2024-W27,java,286.5,"['agile', 'android', 'angular']"
2024-W27,javascript,252.2,"['agile', 'android', 'angular']"
2024-W27,react,237.0,"['agile', 'android', 'angular']"
2024-W27,python,234.7,"['agile', 'android', 'angular']"
2024-W27,nodejs,200.8,"['agile', 'android', 'angular']"
2024-W27,aws,184.9,"['agile', 'android', 'angular']"
2024-W27,docker,184.8,"['agile', 'android', 'angular']"
2024-W27,csharp,178.6,"['agile', 'android', 'angular']"
2024-W27,mysql,169.6,"['agile', 'android', 'angular']"
2024-W27,dotnet,159.2,"['agile', 'android', 'angular']"
2024-W27,angular,158.7,"['agile', 'android', 'aws']"
2024-W27,azure,152.2,"['agile', 'android', 'angular']"
2024-W27,machine learning,147.9,"['agile', 'android', 'angular']"
2024-W27,devops,144.3,"['agile', 'android', 'angular']"
2024-W27,spring,143.9,"['agile', 'android', 'angular']"
2024-W27,php,143.5,"['agile', 'android', 'angular']"
2024-W27,postgresql,139.2,"['agile', 'android', 'angular']"
2024-W27,mongodb,137.3,"['agile', 'android', 'angular']"
2024-W27,flutter,133.5,"['agile', 'android', 'angular']"
2024-W27,data science,131.6,"['agile', 'android', 'angular']"
2024-W27,agile,130.0,"['android', 'angular', 'aws']"
2024-W27,kubernetes,127.6,"['agile', 'android', 'angular']"
2024-W27,android,124.6,"['agile', 'angular', 'aws']"
2024-W27,typescript,122.3,"['agile', 'android', 'angular']"
2024-W27,google cloud,121.3,"['agile', 'android', 'angular']"
2024-W27,cybersecurity,121.1,"['agile', 'android', 'angular']"
2024-W27,blockchain,113.5,"['agile', 'android', 'angular']"
2024-W27,data engineering,112.2,"['agile', 'android', 'angular']"
2024-W27,react native,107.6,"['agile', 'android', 'angular']"
2024-W27,deep learning,101.9,"['agile', 'android', 'angular']"
2024-W27,redis,99.8,"['agile', 'android', 'angular']"
2024-W27,django,93.0,"['agile', 'android', 'angular']"
2024-W27,laravel,90.7,"['agile', 'android', 'angular']"
2024-W27,tailwind,90.0,[]
2024-W27,tensorflow,88.9,"['agile', 'android', 'angular']"
2024-W27,microservices,88.3,"['agile', 'android', 'angular']"
2024-W27,pytorch,86.1,"['agile', 'android', 'angular']"
2024-W27,next.js,85.9,"['agile', 'android', 'angular']"
2024-W27,go,78.0,"['agile', 'android', 'angular']"
2024-W27,graphql,75.7,"['agile', 'android', 'angular']"
2024-W27,terraform,73.5,"['agile', 'android', 'angular']"
2024-W27,ios,73.0,"['agile', 'android', 'angular']"
2024-W27,cpp,71.8,[]
2024-W27,vue,70.3,"['agile', 'android', 'angular']"
2024-W27,flask,69.6,"['agile', 'android', 'angular']"
2024-W27,dart,68.3,"['agile', 'android', 'angular']"
2024-W27,kotlin,64.9,"['agile', 'android', 'angular']"
2024-W27,elasticsearch,64.3,"['agile', 'android', 'angular']"
2024-W27,scikit-learn,62.2,"['agile', 'android', 'angular']"
2024-W27,swift,51.8,"['agile', 'android', 'angular']"
2024-W27,scala,47.9,"['agile', 'android', 'angular']"
2024-W27,rust,46.7,"['agile', 'android', 'angular']"
2024-W27,fastapi,44.0,[]
2024-W27,ruby,39.8,"['agile', 'android', 'angular']"
2024-W27,llm,34.7,[]
2024-W27,svelte,31.3,"['agile', 'android', 'angular']"
2024-W27,langchain,25.0,[]
2024-W28,java,276.9,"['agile', 'android', 'angular']"
2024-W28,javascript,258.5,"['agile', 'android', 'angular']"
2024-W28,python,244.3,"['agile', 'android', 'angular']"
2024-W28,react,232.4,"['agile', 'android', 'angular']"
2024-W28,aws,203.7,"['agile', 'android', 'angular']"
2024-W28,nodejs,186.7,"['agile', 'android', 'angular']"
2024-W28,csharp,179.7,"['agile', 'android', 'angular']"
2024-W28,docker,179.6,"['agile', 'android', 'angular']"
2024-W28,dotnet,177.7,"['agile', 'android', 'angular']"
2024-W28,mysql,168.9,"['agile', 'android', 'angular']"
2024-W28,machine learning,162.7,"['agile', 'android', 'angular']"
2024-W28,angular,154.2,"['agile', 'android', 'aws']"
2024-W28,azure,150.7,"['agile', 'android', 'angular']"
2024-W28,android,144.9,"['agile', 'angular', 'aws']"
2024-W28,flutter,142.7,"['agile', 'android', 'angular']"
2024-W28,postgresql,142.0,"['agile', 'android', 'angular']"
2024-W28,devops,137.3,"['agile', 'android', 'angular']"
2024-W28,agile,136.8,"['android', 'angular', 'aws']"
2024-W28,spring,135.5,"['agile', 'android', 'angular']"
2024-W28,data science,134.1,"['agile', 'android', 'angular']"
2024-W28,php,133.9,"['agile', 'android', 'angular']"
2024-W28,cybersecurity,130.6,"['agile', 'android', 'angular']"
2024-W28,typescript,127.4,"['agile', 'android', 'angular']"
2024-W28,blockchain,120.8,"['agile', 'android', 'angular']"
2024-W28,mongodb,116.4,"['agile', 'android', 'angular']"
2024-W28,react native,111.0,"['agile', 'android', 'angular']"
2024-W28,kubernetes,110.7,"['agile', 'android', 'angular']"
2024-W28,google cloud,105.9,"['agile', 'android', 'angular']"
2024-W28,deep learning,105.4,"['agile', 'android', 'angular']"
2024-W28,pytorch,100.0,"['agile', 'android', 'angular']"
2024-W28,data engineering,98.0,"['agile', 'android', 'angular']"
2024-W28,django,97.3,"['agile', 'android', 'angular']"
2024-W28,microservices,94.8,"['agile', 'android', 'angular']"
2024-W28,next.js,93.2,"['agile', 'android', 'angular']"
2024-W28,tailwind,90.8,[]
2024-W28,laravel,88.2,"['agile', 'android', 'angular']"
2024-W28,ios,85.5,"['agile', 'android', 'angular']"
2024-W28,vue,85.3,"['agile', 'android', 'angular']"
2024-W28,terraform,85.1,"['agile', 'android', 'angular']"
2024-W28,redis,83.3,"['agile', 'android', 'angular']"
2024-W28,tensorflow,82.0,"['agile', 'android', 'angular']"
2024-W28,go,80.5,"['agile', 'android', 'angular']"
2024-W28,elasticsearch,73.7,"['agile', 'android', 'angular']"
2024-W28,cpp,72.9,"['agile', 'android', 'angular']"
2024-W28,kotlin,68.9,"['agile', 'android', 'angular']"
2024-W28,scikit-learn,68.9,"['agile', 'android', 'angular']"
2024-W28,graphql,67.2,"['agile', 'android', 'angular']"
2024-W28,swift,52.8,"['agile', 'android', 'angular']"
2024-W28,flask,50.9,[]
2024-W28,dart,50.6,[]
2024-W28,rust,50.1,"['agile', 'android', 'angular']"
2024-W28,fastapi,48.4,[]
2024-W28,scala,42.3,"['agile', 'android', 'angular']"
2024-W28,ruby,41.0,"['agile', 'android', 'angular']"
2024-W28,llm,26.9,[]
2024-W28,svelte,24.9,"['agile', 'android', 'angular']"
2024-W28,langchain,16.4,[]
2024-W29,java,267.6,"['agile', 'android', 'angular']"
2024-W29,javascript,264.4,"['agile', 'android', 'angular']"
2024-W29,python,243.7,"['agile', 'android', 'angular']"
2024-W29,react,230.5,"['agile', 'android', 'angular']"
2024-W29,aws,187.9,"['agile', 'android', 'angular']"
2024-W29,nodejs,184.5,"['agile', 'android', 'angular']"
2024-W29,docker,178.5,"['agile', 'android', 'angular']"
2024-W29,mysql,177.7,"['agile', 'android', 'angular']"
2024-W29,csharp,176.7,"['agile', 'android', 'angular']"
2024-W29,dotnet,172.1,"['agile', 'android', 'angular']"
2024-W29,machine learning,157.9,"['agile', 'android', 'angular']"
2024-W29,angular,156.8,"['agile', 'android', 'aws']"
2024-W29,azure,156.5,"['agile', 'android', 'angular']"
2024-W29,spring,152.5,"['agile', 'android', 'angular']"
2024-W29,php,147.0,"['agile', 'android', 'angular']"
2024-W29,devops,146.1,"['agile', 'android', 'angular']"
2024-W29,data science,143.1,"['agile', 'android', 'angular']"
2024-W29,cybersecurity,140.3,"['agile', 'android', 'angular']"
2024-W29,flutter,136.6,"['agile', 'android', 'angular']"
2024-W29,typescript,135.2,"['agile', 'android', 'angular']"
2024-W29,postgresql,134.3,"['agile', 'android', 'angular']"
2024-W29,android,129.3,"['agile', 'angular', 'aws']"
2024-W29,agile,125.8,"['android', 'angular', 'aws']"
2024-W29,mongodb,117.5,"['agile', 'android', 'angular']"
2024-W29,tensorflow,116.5,"['agile', 'android', 'angular']"
2024-W29,kubernetes,116.2,"['agile', 'android', 'angular']"
2024-W29,react native,112.7,"['agile', 'android', 'angular']"
2024-W29,google cloud,111.8,"['agile', 'android', 'angular']"
2024-W29,blockchain,110.5,"['agile', 'android', 'angular']"
2024-W29,redis,101.7,"['agile', 'android', 'angular']"
2024-W29,deep learning,98.1,"['agile', 'android', 'angular']"
2024-W29,terraform,96.6,"['agile', 'android', 'angular']"
2024-W29,pytorch,96.4,"['agile', 'android', 'angular']"
2024-W29,next.js,93.7,"['agile', 'android', 'angular']"
2024-W29,microservices,91.9,"['agile', 'android', 'angular']"
2024-W29,tailwind,89.0,"['agile', 'android', 'angular']"
2024-W29,laravel,84.1,"['agile', 'android', 'angular']"
2024-W29,data engineering,80.6,"['agile', 'android', 'angular']"
2024-W29,cpp,79.7,"['agile', 'android', 'angular']"
2024-W29,django,78.9,"['agile', 'android', 'angular']"
2024-W29,ios,76.5,"['agile', 'android', 'angular']"
2024-W29,go,74.5,"['agile', 'android', 'angular']"
2024-W29,kotlin,72.7,"['agile', 'android', 'angular']"
2024-W29,elasticsearch,68.3,"['agile', 'android', 'angular']"
2024-W29,flask,64.2,"['agile', 'android', 'angular']"
2024-W29,scikit-learn,63.3,"['agile', 'android', 'angular']"
2024-W29,dart,61.7,"['agile', 'android', 'angular']"
2024-W29,vue,61.5,"['agile', 'android', 'angular']"
2024-W29,graphql,60.0,"['agile', 'android', 'angular']"
2024-W29,fastapi,48.4,[]
2024-W29,rust,47.1,"['agile', 'android', 'angular']"
2024-W29,swift,45.8,"['agile', 'android', 'angular']"
2024-W29,ruby,44.6,"['agile', 'android', 'angular']"
2024-W29,scala,33.3,"['agile', 'android', 'angular']"
2024-W29,llm,32.6,[]
2024-W29,svelte,29.8,"['agile', 'android', 'angular']"
2024-W29,langchain,24.4,[]
2024-W30,java,263.3,"['agile', 'android', 'angular']"
2024-W30,javascript,257.9,"['agile', 'android', 'angular']"
2024-W30,python,236.4,"['agile', 'android', 'angular']"
2024-W30,react,225.4,"['agile', 'android', 'angular']"
2024-W30,aws,198.3,"['agile', 'android', 'angular']"
2024-W30,nodejs,188.1,"['agile', 'android', 'angular']"
2024-W30,csharp,182.0,"['agile', 'android', 'angular']"
2024-W30,mysql,177.0,"['agile', 'android', 'angular']"
2024-W30,dotnet,172.2,"['agile', 'android', 'angular']"
2024-W30,docker,167.3,"['agile', 'android', 'angular']"
2024-W30,azure,161.8,"['agile', 'android', 'angular']"
2024-W30,angular,160.8,"['agile', 'android', 'aws']"
2024-W30,machine learning,153.3,"['agile', 'android', 'angular']"
2024-W30,spring,151.1,"['agile', 'android', 'angular']"
2024-W30,data science,150.1,"['agile', 'android', 'angular']"
2024-W30,devops,148.7,"['agile', 'android', 'angular']"
2024-W30,postgresql,144.2,"['agile', 'android', 'angular']"
2024-W30,flutter,142.2,"['agile', 'android', 'angular']"
2024-W30,android,135.8,"['agile', 'angular', 'aws']"
2024-W30,cybersecurity,132.2,"['agile', 'android', 'angular']"
2024-W30,typescript,130.6,"['agile', 'android', 'angular']"
2024-W30,php,130.0,"['agile', 'android', 'angular']"
2024-W30,mongodb,128.5,"['agile', 'android', 'angular']"
2024-W30,agile,127.5,"['android', 'angular', 'aws']"
2024-W30,kubernetes,115.2,"['agile', 'android', 'angular']"
2024-W30,blockchain,113.7,"['agile', 'android', 'angular']"
2024-W30,next.js,108.2,"['agile', 'android', 'angular']"
2024-W30,tailwind,104.6,"['agile', 'android', 'angular']"
2024-W30,google cloud,103.7,"['agile', 'android', 'angular']"
2024-W30,deep learning,102.4,"['agile', 'android', 'angular']"
2024-W30,tensorflow,102.1,"['agile', 'android', 'angular']"
2024-W30,react native,102.0,"['agile', 'android', 'angular']"
2024-W30,data engineering,101.7,"['agile', 'android', 'angular']"
2024-W30,laravel,101.1,"['agile', 'android', 'angular']"
2024-W30,redis,94.1,"['agile', 'android', 'angular']"
2024-W30,cpp,93.1,"['agile', 'android', 'angular']"
2024-W30,django,92.7,"['agile', 'android', 'angular']"
2024-W30,ios,88.9,"['agile', 'android', 'angular']"
2024-W30,pytorch,88.9,"['agile', 'android', 'angular']"
2024-W30,microservices,85.6,"['agile', 'android', 'angular']"
2024-W30,go,83.5,"['agile', 'android', 'angular']"
2024-W30,kotlin,78.9,"['agile', 'android', 'angular']"
2024-W30,vue,78.9,"['agile', 'android', 'angular']"
2024-W30,elasticsearch,77.4,"['agile', 'android', 'angular']"
2024-W30,terraform,76.3,"['agile', 'android', 'angular']"
2024-W30,graphql,70.0,"['agile', 'android', 'angular']"
2024-W30,swift,70.0,"['agile', 'android', 'angular']"
2024-W30,flask,68.8,"['agile', 'android', 'angular']"
2024-W30,scikit-learn,66.1,"['agile', 'android', 'angular']"
2024-W30,rust,56.2,"['agile', 'android', 'angular']"
2024-W30,dart,54.7,[]
2024-W30,ruby,52.0,"['agile', 'android', 'angular']"
2024-W30,svelte,49.4,"['agile', 'android', 'angular']"
2024-W30,fastapi,42.2,[]
2024-W30,scala,40.3,"['agile', 'android', 'angular']"
2024-W30,llm,33.5,[]
2024-W30,langchain,26.6,[]
2024-W31,java,268.8,"['agile', 'android', 'angular']"
2024-W31,javascript,244.8,"['agile', 'android', 'angular']"
2024-W31,python,237.9,"['agile', 'android', 'angular']"
2024-W31,react,226.6,"['agile', 'android', 'angular']"
2024-W31,aws,199.2,"['agile', 'android', 'angular']"
2024-W31,nodejs,186.9,"['agile', 'android', 'angular']"
2024-W31,docker,177.4,"['agile', 'android', 'angular']"
2024-W31,dotnet,171.1,"['agile', 'android', 'angular']"
2024-W31,mysql,164.2,"['agile', 'android', 'angular']"
2024-W31,csharp,163.9,"['agile', 'android', 'angular']"
2024-W31,machine learning,162.5,"['agile', 'android', 'angular']"
2024-W31,azure,151.1,"['agile', 'android', 'angular']"
2024-W31,php,148.8,"['agile', 'android', 'angular']"
2024-W31,devops,146.1,"['agile', 'android', 'angular']"
2024-W31,angular,142.3,"['agile', 'android', 'aws']"
2024-W31,spring,140.8,"['agile', 'android', 'angular']"
2024-W31,android,137.0,"['agile', 'angular', 'aws']"
2024-W31,data science,136.8,"['agile', 'android', 'angular']"
2024-W31,postgresql,135.0,"['agile', 'android', 'angular']"
2024-W31,flutter,134.7,"['agile', 'android', 'angular']"
2024-W31,mongodb,133.9,"['agile', 'android', 'angular']"
2024-W31,blockchain,128.2,"['agile', 'android', 'angular']"
2024-W31,agile,127.4,"['android', 'angular', 'aws']"
2024-W31,kubernetes,126.7,"['agile', 'android', 'angular']"
2024-W31,cybersecurity,125.4,"['agile', 'android', 'angular']"
2024-W31,typescript,125.3,"['agile', 'android', 'angular']"
2024-W31,google cloud,109.0,"['agile', 'android', 'angular']"
2024-W31,tailwind,107.3,"['agile', 'android', 'angular']"
2024-W31,data engineering,106.4,"['agile', 'android', 'angular']"
2024-W31,react native,104.8,"['agile', 'android', 'angular']"
2024-W31,next.js,101.0,"['agile', 'android', 'angular']"
2024-W31,deep learning,100.6,"['agile', 'android', 'angular']"
2024-W31,tensorflow,97.5,"['agile', 'android', 'angular']"
2024-W31,cpp,95.0,"['agile', 'android', 'angular']"
2024-W31,laravel,92.1,"['agile', 'android', 'angular']"
2024-W31,django,89.6,"['agile', 'android', 'angular']"
2024-W31,microservices,88.1,"['agile', 'android', 'angular']"
2024-W31,terraform,86.2,"['agile', 'android', 'angular']"
2024-W31,ios,85.4,"['agile', 'android', 'angular']"
2024-W31,redis,82.7,"['agile', 'android', 'angular']"
2024-W31,pytorch,77.2,"['agile', 'android', 'angular']"
2024-W31,elasticsearch,77.0,"['agile', 'android', 'angular']"
2024-W31,flask,72.3,"['agile', 'android', 'angular']"
2024-W31,go,69.1,"['agile', 'android', 'angular']"
2024-W31,graphql,67.3,"['agile', 'android', 'angular']"
2024-W31,fastapi,62.1,[]
2024-W31,kotlin,61.3,"['agile', 'android', 'angular']"
2024-W31,scikit-learn,58.6,"['agile', 'android', 'angular']"
2024-W31,vue,58.0,"['agile', 'android', 'angular']"
2024-W31,swift,57.2,"['agile', 'android', 'angular']"
2024-W31,dart,52.2,"['agile', 'android', 'angular']"
2024-W31,ruby,44.7,"['agile', 'android', 'angular']"
2024-W31,rust,43.6,"['agile', 'android', 'angular']"
2024-W31,llm,38.9,[]
2024-W31,svelte,31.7,"['agile', 'android', 'angular']"
2024-W31,scala,21.0,[]
2024-W31,langchain,18.7,[]
2024-W32,java,278.3,"['agile', 'android', 'angular']"
2024-W32,python,262.0,"['agile', 'android', 'angular']"
2024-W32,javascript,250.7,"['agile', 'android', 'angular']"
2024-W32,react,236.0,"['agile', 'android', 'angular']"
2024-W32,aws,202.3,"['agile', 'android', 'angular']"
2024-W32,docker,180.0,"['agile', 'android', 'angular']"
2024-W32,csharp,176.3,"['agile', 'android', 'angular']"
2024-W32,dotnet,168.8,"['agile', 'android', 'angular']"
2024-W32,mysql,168.2,"['agile', 'android', 'angular']"
2024-W32,nodejs,167.5,"['agile', 'android', 'angular']"
2024-W32,devops,147.7,"['agile', 'android', 'angular']"
2024-W32,machine learning,142.0,"['agile', 'android', 'angular']"
2024-W32,angular,140.4,"['agile', 'android', 'aws']"
2024-W32,typescript,139.5,"['agile', 'android', 'angular']"
2024-W32,data science,139.0,"['agile', 'android', 'angular']"
2024-W32,azure,138.3,"['agile', 'android', 'angular']"
2024-W32,flutter,133.4,"['agile', 'android', 'angular']"
2024-W32,google cloud,131.5,"['agile', 'android', 'angular']"
2024-W32,mongodb,131.3,"['agile', 'android', 'angular']"
2024-W32,agile,131.1,"['android', 'angular', 'aws']"
2024-W32,php,130.9,"['agile', 'android', 'angular']"
2024-W32,spring,130.6,"['agile', 'android', 'angular']"
2024-W32,android,129.9,"['agile', 'angular', 'aws']"
2024-W32,postgresql,128.2,"['agile', 'android', 'angular']"
2024-W32,cybersecurity,124.8,"['agile', 'android', 'angular']"
2024-W32,blockchain,118.1,"['agile', 'android', 'angular']"
2024-W32,kubernetes,114.2,"['agile', 'android', 'angular']"
2024-W32,data engineering,111.1,"['agile', 'android', 'angular']"
2024-W32,deep learning,109.1,"['agile', 'android', 'angular']"
2024-W32,next.js,104.3,"['agile', 'android', 'angular']"
2024-W32,react native,102.8,"['agile', 'android', 'angular']"
2024-W32,tailwind,102.0,"['agile', 'android', 'angular']"
2024-W32,laravel,100.7,"['agile', 'android', 'angular']"
2024-W32,pytorch,99.4,"['agile', 'android', 'angular']"
2024-W32,cpp,92.0,"['agile', 'android', 'angular']"
2024-W32,redis,89.8,"['agile', 'android', 'angular']"
2024-W32,ios,86.9,"['agile', 'android', 'angular']"
2024-W32,tensorflow,85.0,"['agile', 'android', 'angular']"
2024-W32,microservices,84.2,"['agile', 'android', 'angular']"
2024-W32,terraform,84.0,"['agile', 'android', 'angular']"
2024-W32,go,79.2,"['agile', 'android', 'angular']"
2024-W32,graphql,79.0,"['agile', 'android', 'angular']"
2024-W32,django,78.4,"['agile', 'android', 'angular']"
2024-W32,flask,75.7,"['agile', 'android', 'angular']"
2024-W32,vue,75.2,"['agile', 'android', 'angular']"
2024-W32,kotlin,74.8,"['agile', 'android', 'angular']"
2024-W32,dart,63.7,"['agile', 'android', 'angular']"
2024-W32,scikit-learn,63.4,"['agile', 'android', 'angular']"
2024-W32,elasticsearch,58.6,"['agile', 'android', 'angular']"
2024-W32,swift,53.3,"['agile', 'android', 'angular']"
2024-W32,rust,51.6,"['agile', 'android', 'angular']"
2024-W32,fastapi,47.3,[]
2024-W32,ruby,35.3,"['agile', 'android', 'angular']"
2024-W32,llm,35.2,[]
2024-W32,langchain,34.5,[]
2024-W32,scala,34.4,"['agile', 'android', 'angular']"
2024-W32,svelte,31.2,"['agile', 'android', 'angular']"
2024-W33,java,276.2,"['agile', 'android', 'angular']"
2024-W33,python,252.5,"['agile', 'android', 'angular']"
2024-W33,javascript,248.1,"['agile', 'android', 'angular']"
2024-W33,react,220.9,"['agile', 'android', 'angular']"
2024-W33,aws,200.9,"['agile', 'android', 'angular']"
2024-W33,nodejs,193.3,"['agile', 'android', 'angular']"
2024-W33,mysql,185.0,"['agile', 'android', 'angular']"
2024-W33,docker,182.6,"['agile', 'android', 'angular']"
2024-W33,dotnet,181.1,"['agile', 'android', 'angular']"
2024-W33,csharp,174.6,"['agile', 'android', 'angular']"
2024-W33,machine learning,166.0,"['agile', 'android', 'angular']"
2024-W33,php,152.3,"['agile', 'android', 'angular']"
2024-W33,azure,148.7,"['agile', 'android', 'angular']"
2024-W33,devops,148.2,"['agile', 'android', 'angular']"
2024-W33,angular,143.2,"['agile', 'android', 'aws']"
2024-W33,postgresql,142.7,"['agile', 'android', 'angular']"
2024-W33,flutter,141.2,"['agile', 'android', 'angular']"
2024-W33,data science,138.5,"['agile', 'android', 'angular']"
2024-W33,android,137.1,"['agile', 'angular', 'aws']"
2024-W33,spring,134.3,"['agile', 'android', 'angular']"
2024-W33,mongodb,132.1,"['agile', 'android', 'angular']"
2024-W33,typescript,127.9,"['agile', 'android', 'angular']"
2024-W33,agile,126.0,"['android', 'angular', 'aws']"
2024-W33,kubernetes,123.2,"['agile', 'android', 'angular']"
2024-W33,cybersecurity,121.9,"['agile', 'android', 'angular']"
2024-W33,blockchain,117.7,"['agile', 'android', 'angular']"
2024-W33,deep learning,111.4,"['agile', 'android', 'angular']"
2024-W33,data engineering,111.1,"['agile', 'android', 'angular']"
2024-W33,google cloud,109.5,"['agile', 'android', 'angular']"
2024-W33,react native,108.1,"['agile', 'android', 'angular']"
2024-W33,next.js,105.2,"['agile', 'android', 'angular']"
2024-W33,pytorch,103.7,"['agile', 'android', 'angular']"
2024-W33,django,96.2,"['agile', 'android', 'angular']"
2024-W33,terraform,95.7,"['agile', 'android', 'angular']"
2024-W33,tailwind,95.5,[]
