candidate_id,target_role,experience_level,cv_skills_count,required_skills_count,preferred_skills_count,matched_required_count,matched_preferred_count,missing_required_count,missing_preferred_count,required_match_ratio,preferred_match_ratio,project_match_ratio,experience_months,num_projects,has_projects,num_certificates,has_certificates,ats_quality_score,final_score,level
CAND_5DE36AA0,UI/UX Designer,Junior,22,10,7,0,2,10,5,0.0,0.2857142857142857,0.0,24.0,5.0,1,3.0,1,64.0,32.06,Beginner
CAND_130D7903,Software Engineer,Entry Level,29,10,11,6,5,4,5,0.6,0.5,0.15,12.0,6.0,1,1.0,1,75.5,49.52,Beginner
CAND_6BF2BCC8,QA Engineer,Fresher,26,10,8,1,2,9,6,0.1,0.25,0.0,0.0,2.0,1,1.0,1,51.0,14.38,Beginner
CAND_30F4DB84,Mobile Developer,Junior,23,10,15,0,2,10,13,0.0,0.13333333333333333,0.0,24.0,8.0,1,1.0,1,76.5,27.16,Beginner
CAND_68C65C7A,Mobile Developer,Entry Level,26,10,15,1,5,9,10,0.1,0.3333333333333333,0.04,6.0,1.0,1,2.0,1,48.0,19.75,Beginner
CAND_9CEAB68B,Machine Learning Engineer,Entry Level,25,10,1,1,0,9,1,0.1,0.0,0.09090909090909091,12.0,4.0,1,0.0,0,57.5,20.74,Beginner
CAND_95570A97,QA Engineer,Junior,24,10,8,0,3,10,5,0.0,0.375,0.0,36.0,2.0,1,1.0,1,48.0,26.48,Beginner
CAND_740865EB,Backend Developer,Fresher,24,10,9,4,2,5,7,0.4444444444444444,0.2222222222222222,0.058823529411764705,0.0,2.0,1,4.0,1,54.0,34.92,Beginner
CAND_7EECD461,System Administrator,Junior,26,2,0,0,0,2,0,0.0,0.0,0.0,24.0,4.0,1,2.0,1,63.0,27.15,Beginner
CAND_E7232358,Product Manager,Junior,22,8,0,1,0,7,0,0.125,0.0,0.0,24.0,5.0,1,1.0,1,60.0,30.0,Beginner
CAND_8F9BCB84,Machine Learning Engineer,Junior,25,10,1,1,0,9,1,0.1,0.0,0.0,24.0,3.0,1,4.0,1,60.5,35.02,Beginner
CAND_42777FAA,QA Engineer,Junior,24,10,8,0,0,10,8,0.0,0.0,0.0,24.0,0.0,0,4.0,1,44.0,25.2,Beginner
CAND_954C8296,Product Manager,Entry Level,23,8,0,2,0,6,0,0.25,0.0,0.125,6.0,4.0,1,0.0,0,54.5,23.35,Beginner
CAND_524F067D,Frontend Developer,Entry Level,25,10,10,3,3,7,6,0.3,0.3333333333333333,0.05263157894736842,12.0,3.0,1,4.0,1,60.5,39.65,Beginner
CAND_B777C2D3,QA Engineer,Entry Level,26,10,8,0,3,10,5,0.0,0.375,0.1111111111111111,6.0,6.0,1,0.0,0,69.0,17.62,Beginner
CAND_D80422AA,Data Scientist,Entry Level,20,10,9,3,4,7,5,0.3,0.4444444444444444,0.15789473684210525,6.0,4.0,1,1.0,1,52.0,32.16,Beginner
CAND_6428A92D,Frontend Developer,Entry Level,23,10,10,0,2,10,7,0.0,0.2222222222222222,0.05263157894736842,12.0,5.0,1,1.0,1,61.5,20.59,Beginner
CAND_DDBDD3D1,Data Analyst,Entry Level,24,10,7,6,3,4,4,0.6,0.42857142857142855,0.17647058823529413,12.0,5.0,1,1.0,1,63.0,48.58,Beginner
CAND_9A782EC9,Security Engineer,Junior,23,10,13,3,2,7,9,0.3,0.18181818181818182,0.0,36.0,1.0,1,1.0,1,41.5,34.56,Beginner
CAND_68C385C4,Product Manager,Junior,24,8,0,3,0,5,0,0.375,0.0,0.125,36.0,7.0,1,3.0,1,77.0,46.73,Beginner
CAND_BF79D998,DevOps Engineer,Junior,21,10,7,3,2,7,5,0.3,0.2857142857142857,0.058823529411764705,24.0,3.0,1,1.0,1,48.5,40.16,Beginner
CAND_F5D16D81,Data Scientist,Entry Level,23,10,9,3,5,7,4,0.3,0.5555555555555556,0.0,12.0,0.0,0,2.0,1,38.5,30.98,Beginner
CAND_8DA914DD,Mobile Developer,Junior,23,10,15,2,2,8,13,0.2,0.13333333333333333,0.12,24.0,5.0,1,2.0,1,63.5,38.31,Beginner
CAND_236BF282,Mobile Developer,Entry Level,26,10,15,2,2,8,13,0.2,0.13333333333333333,0.08,6.0,5.0,1,1.0,1,66.0,24.58,Beginner
CAND_DE10F152,Full Stack Developer,Entry Level,25,10,9,6,4,4,5,0.6,0.4444444444444444,0.16666666666666666,12.0,4.0,1,2.0,1,61.5,50.52,Intermediate
CAND_28EDDA87,Data Scientist,Junior,25,10,9,3,4,7,5,0.3,0.4444444444444444,0.15789473684210525,36.0,5.0,1,2.0,1,66.5,46.14,Beginner
CAND_2C137307,Backend Developer,Fresher,23,10,9,1,1,8,8,0.1111111111111111,0.1111111111111111,0.058823529411764705,0.0,5.0,1,3.0,1,65.5,20.71,Beginner
CAND_3FE60C6D,Mobile Developer,Entry Level,25,10,15,2,3,8,12,0.2,0.2,0.08,6.0,3.0,1,2.0,1,56.5,26.77,Beginner
CAND_A0BBEC7C,Data Scientist,Fresher,27,10,9,3,5,7,4,0.3,0.5555555555555556,0.21052631578947367,0.0,4.0,1,2.0,1,64.5,32.94,Beginner
CAND_5F87984E,Business Analyst,Fresher,29,10,6,3,1,7,5,0.3,0.16666666666666666,0.0,0.0,0.0,0,1.0,1,45.5,17.94,Beginner
CAND_BFA556F4,Software Engineer,Entry Level,25,10,11,6,5,4,5,0.6,0.5,0.15,12.0,3.0,1,4.0,1,60.5,54.77,Intermediate
CAND_C8E807A9,Full Stack Developer,Junior,25,10,9,7,4,3,5,0.7,0.4444444444444444,0.2777777777777778,36.0,6.0,1,3.0,1,73.5,66.29,Intermediate
CAND_8C18BF69,Data Analyst,Mid Level,25,10,7,5,3,5,4,0.5,0.42857142857142855,0.058823529411764705,48.0,2.0,1,4.0,1,55.5,54.28,Intermediate
CAND_74D97B51,Data Engineer,Junior,26,10,15,3,6,6,8,0.3333333333333333,0.42857142857142855,0.08695652173913043,24.0,3.0,1,1.0,1,56.0,43.72,Beginner
CAND_503C5500,Cloud Engineer,Junior,24,10,7,2,1,8,6,0.2,0.14285714285714285,0.058823529411764705,36.0,5.0,1,2.0,1,65.0,37.56,Beginner
CAND_EF2859C0,Software Engineer,Junior,25,10,11,5,4,5,6,0.5,0.4,0.15,24.0,3.0,1,4.0,1,60.5,57.27,Intermediate
CAND_C6F58961,Data Analyst,Junior,27,10,7,7,3,3,4,0.7,0.42857142857142855,0.23529411764705882,36.0,2.0,1,3.0,1,56.5,62.97,Intermediate
CAND_BF3B0A56,Product Manager,Fresher,26,8,0,4,0,4,0,0.5,0.0,0.0,0.0,0.0,0,4.0,1,47.0,30.35,Beginner
CAND_36253D28,Product Manager,Fresher,22,8,0,0,0,8,0,0.0,0.0,0.0,0.0,2.0,1,1.0,1,45.0,7.58,Beginner
CAND_CCDF64B3,DevOps Engineer,Entry Level,22,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,12.0,2.0,1,0.0,0,43.0,14.41,Beginner
CAND_4977244E,QA Engineer,Fresher,27,10,8,0,2,10,6,0.0,0.25,0.0,0.0,1.0,1,4.0,1,53.5,14.84,Beginner
CAND_B4EB99ED,Data Scientist,Junior,26,10,9,3,4,7,5,0.3,0.4444444444444444,0.2631578947368421,36.0,6.0,1,2.0,1,73.0,48.04,Beginner
CAND_6112B1F5,Full Stack Developer,Entry Level,25,10,9,6,5,4,4,0.6,0.5555555555555556,0.2777777777777778,6.0,5.0,1,4.0,1,70.5,54.0,Intermediate
CAND_76BD7BCF,System Administrator,Entry Level,23,2,0,0,0,2,0,0.0,0.0,0.0,6.0,5.0,1,4.0,1,67.5,20.12,Beginner
CAND_2D25E216,Full Stack Developer,Junior,22,10,9,6,4,4,5,0.6,0.4444444444444444,0.0,36.0,1.0,1,2.0,1,42.0,51.21,Intermediate
CAND_57657A05,DevOps Engineer,Entry Level,27,10,7,2,1,8,6,0.2,0.14285714285714285,0.0,12.0,4.0,1,2.0,1,64.5,29.15,Beginner
CAND_5B56FFAF,Data Scientist,Fresher,24,10,9,3,5,7,4,0.3,0.5555555555555556,0.10526315789473684,0.0,4.0,1,2.0,1,60.0,31.13,Beginner
CAND_AE3958C6,DevOps Engineer,Fresher,27,10,7,3,3,7,4,0.3,0.42857142857142855,0.058823529411764705,0.0,2.0,1,4.0,1,58.5,31.43,Beginner
CAND_96F477BE,Product Manager,Entry Level,24,8,0,1,0,7,0,0.125,0.0,0.0,6.0,2.0,1,1.0,1,48.0,16.48,Beginner
CAND_920BF649,Backend Developer,Entry Level,23,10,9,4,1,5,8,0.4444444444444444,0.1111111111111111,0.0,6.0,1.0,1,2.0,1,43.5,30.48,Beginner
CAND_10363F16,System Administrator,Junior,24,2,0,1,0,1,0,0.5,0.0,0.5,24.0,4.0,1,1.0,1,58.0,52.4,Intermediate
CAND_341E8C82,Software Engineer,Entry Level,26,10,11,4,5,6,5,0.4,0.5,0.1,12.0,1.0,1,3.0,1,50.0,40.17,Beginner
CAND_90FCEE9A,Product Manager,Entry Level,21,8,0,0,0,8,0,0.0,0.0,0.0,6.0,4.0,1,2.0,1,55.5,15.53,Beginner
CAND_C6A2082F,Data Scientist,Entry Level,28,10,9,3,5,7,4,0.3,0.5555555555555556,0.0,6.0,1.0,1,1.0,1,49.0,27.42,Beginner
CAND_D13B579B,Security Engineer,Entry Level,25,10,13,2,5,8,6,0.2,0.45454545454545453,0.19047619047619047,12.0,7.0,1,2.0,1,76.5,35.73,Beginner
CAND_C70FA7E2,Data Scientist,Junior,24,10,9,3,4,7,5,0.3,0.4444444444444444,0.10526315789473684,24.0,1.0,1,1.0,1,43.0,38.84,Beginner
CAND_F2E37711,Full Stack Developer,Entry Level,26,10,9,6,4,4,5,0.6,0.4444444444444444,0.2222222222222222,6.0,2.0,1,1.0,1,51.0,43.41,Beginner
CAND_50D7478E,Data Engineer,Junior,21,10,15,2,3,7,11,0.2222222222222222,0.21428571428571427,0.08695652173913043,24.0,5.0,1,3.0,1,62.5,41.46,Beginner
CAND_051B3F9D,Data Engineer,Entry Level,23,10,15,3,2,6,12,0.3333333333333333,0.14285714285714285,0.08695652173913043,12.0,3.0,1,2.0,1,53.5,35.24,Beginner
CAND_A4E0C066,Software Engineer,Fresher,28,10,11,6,4,4,6,0.6,0.4,0.15,0.0,3.0,1,2.0,1,61.0,42.3,Beginner
CAND_51F10D00,Data Analyst,Junior,26,10,7,6,3,4,4,0.6,0.42857142857142855,0.17647058823529413,24.0,4.0,1,0.0,0,59.0,53.88,Intermediate
CAND_BBC7A4C3,Backend Developer,Entry Level,22,10,9,2,1,7,8,0.2222222222222222,0.1111111111111111,0.058823529411764705,12.0,5.0,1,2.0,1,62.0,30.48,Beginner
CAND_91F3CBE1,QA Engineer,Entry Level,26,10,8,0,4,10,4,0.0,0.5,0.05555555555555555,6.0,3.0,1,1.0,1,56.0,19.38,Beginner
CAND_90E42930,Software Engineer,Mid Level,27,10,11,4,6,6,4,0.4,0.6,0.25,48.0,6.0,1,2.0,1,74.5,53.48,Intermediate
CAND_315C29BA,AI ML,Entry Level,29,10,12,8,2,2,9,0.8,0.18181818181818182,0.23809523809523808,6.0,5.0,1,0.0,0,68.5,49.56,Beginner
CAND_AA96AB27,Security Engineer,Fresher,28,10,13,1,3,9,8,0.1,0.2727272727272727,0.09523809523809523,0.0,3.0,1,2.0,1,61.0,20.21,Beginner
CAND_1845ED8F,Business Analyst,Entry Level,26,10,6,2,0,8,6,0.2,0.0,0.0,6.0,5.0,1,3.0,1,70.0,26.25,Beginner
CAND_FEBE157A,Data Engineer,Fresher,22,10,15,1,2,8,12,0.1111111111111111,0.14285714285714285,0.043478260869565216,0.0,4.0,1,1.0,1,55.0,16.28,Beginner
CAND_526FE73F,Mobile Developer,Junior,26,10,15,2,4,8,11,0.2,0.26666666666666666,0.04,36.0,1.0,1,3.0,1,50.0,36.43,Beginner
CAND_1514E131,System Administrator,Mid Level,23,2,0,0,0,2,0,0.0,0.0,0.0,48.0,4.0,1,4.0,1,62.5,31.12,Beginner
CAND_7499BB01,Data Engineer,Fresher,23,10,15,2,4,7,10,0.2222222222222222,0.2857142857142857,0.0,0.0,0.0,0,1.0,1,36.5,15.57,Beginner
CAND_93F7EBC8,UI/UX Designer,Fresher,26,10,7,0,0,10,7,0.0,0.0,0.0,0.0,6.0,1,2.0,1,73.0,12.65,Beginner
CAND_B3F5B483,Backend Developer,Junior,26,10,9,4,2,5,7,0.4444444444444444,0.2222222222222222,0.11764705882352941,24.0,4.0,1,4.0,1,67.0,53.11,Intermediate
CAND_05AF2864,Mobile Developer,Entry Level,23,10,15,1,3,9,12,0.1,0.2,0.04,6.0,3.0,1,0.0,0,49.5,17.82,Beginner
CAND_F8912667,Frontend Developer,Junior,25,10,10,1,3,9,6,0.1,0.3333333333333333,0.0,24.0,2.0,1,2.0,1,51.5,32.24,Beginner
CAND_1E697FFC,DevOps Engineer,Entry Level,23,10,7,1,2,9,5,0.1,0.2857142857142857,0.058823529411764705,12.0,1.0,1,5.0,1,49.5,29.38,Beginner
CAND_14D95E62,Product Manager,Entry Level,23,8,0,3,0,5,0,0.375,0.0,0.125,6.0,6.0,1,2.0,1,68.5,33.05,Beginner
CAND_43D12948,Frontend Developer,Entry Level,22,10,10,1,0,9,9,0.1,0.0,0.0,6.0,4.0,1,1.0,1,55.0,17.5,Beginner
CAND_08E1EA5C,Business Analyst,Entry Level,21,10,6,2,1,8,5,0.2,0.16666666666666666,0.0625,12.0,1.0,1,2.0,1,40.5,25.8,Beginner
CAND_082EDD19,QA Engineer,Junior,24,10,8,1,2,9,6,0.1,0.25,0.05555555555555555,24.0,5.0,1,2.0,1,65.0,34.58,Beginner
CAND_133637B1,Frontend Developer,Entry Level,22,10,10,0,2,10,7,0.0,0.2222222222222222,0.0,12.0,5.0,1,2.0,1,62.0,21.82,Beginner
CAND_3CA7AE8E,Backend Developer,Entry Level,21,10,9,3,1,6,8,0.3333333333333333,0.1111111111111111,0.058823529411764705,12.0,1.0,1,2.0,1,40.5,30.52,Beginner
CAND_21922715,Machine Learning Engineer,Entry Level,24,10,1,1,0,9,1,0.1,0.0,0.09090909090909091,6.0,1.0,1,2.0,1,45.0,17.03,Beginner
CAND_C73B0F2E,System Administrator,Junior,24,2,0,0,0,2,0,0.0,0.0,0.0,24.0,2.0,1,2.0,1,50.0,24.83,Beginner
CAND_0497CED9,AI ML,Fresher,30,10,12,8,2,2,9,0.8,0.18181818181818182,0.19047619047619047,0.0,4.0,1,2.0,1,69.0,49.13,Beginner
CAND_9CE270C2,Software Engineer,Fresher,28,10,11,6,4,4,6,0.6,0.4,0.15,0.0,4.0,1,1.0,1,64.0,40.45,Beginner
CAND_2F6297A9,System Administrator,Fresher,26,2,0,1,0,1,0,0.5,0.0,0.5,0.0,4.0,1,3.0,1,65.0,41.75,Beginner
CAND_69CEA6AE,Full Stack Developer,Fresher,28,10,9,7,6,3,3,0.7,0.6666666666666666,0.16666666666666666,0.0,2.0,1,0.0,0,52.0,43.1,Beginner
CAND_A0CB4331,Software Engineer,Junior,31,10,11,7,6,3,4,0.7,0.6,0.1,24.0,3.0,1,1.0,1,63.5,60.67,Intermediate
CAND_616A6F64,DevOps Engineer,Entry Level,23,10,7,2,2,8,5,0.2,0.2857142857142857,0.0,12.0,5.0,1,3.0,1,65.5,32.63,Beginner
CAND_A91F8E27,Machine Learning Engineer,Entry Level,26,10,1,1,0,9,1,0.1,0.0,0.0,12.0,2.0,1,3.0,1,55.0,23.58,Beginner
CAND_9351E8BD,Security Engineer,Fresher,23,10,13,1,3,9,8,0.1,0.2727272727272727,0.09523809523809523,0.0,4.0,1,2.0,1,58.5,20.08,Beginner
CAND_FA01F4D2,DevOps Engineer,Entry Level,25,10,7,1,2,9,5,0.1,0.2857142857142857,0.058823529411764705,12.0,3.0,1,3.0,1,58.5,29.16,Beginner
CAND_5265610F,Data Scientist,Entry Level,27,10,9,3,5,7,4,0.3,0.5555555555555556,0.3684210526315789,6.0,8.0,1,1.0,1,82.5,37.96,Beginner
CAND_3CF23556,DevOps Engineer,Fresher,22,10,7,2,0,8,7,0.2,0.0,0.0,0.0,1.0,1,3.0,1,44.0,17.87,Beginner
CAND_6DA095DC,Machine Learning Engineer,Junior,23,10,1,4,0,6,1,0.4,0.0,0.18181818181818182,24.0,5.0,1,3.0,1,65.5,48.0,Beginner
CAND_CFF13EED,Frontend Developer,Entry Level,27,10,10,1,3,9,6,0.1,0.3333333333333333,0.0,6.0,3.0,1,1.0,1,57.5,20.96,Beginner
CAND_3D28B9DF,Data Analyst,Junior,29,10,7,6,3,4,4,0.6,0.42857142857142855,0.11764705882352941,24.0,2.0,1,3.0,1,59.5,57.36,Intermediate
CAND_B22FD50A,Data Engineer,Entry Level,27,10,15,2,0,7,14,0.2222222222222222,0.0,0.08695652173913043,6.0,7.0,1,3.0,1,81.5,29.02,Beginner
CAND_720B7B54,Data Analyst,Junior,28,10,7,6,3,4,4,0.6,0.42857142857142855,0.11764705882352941,36.0,5.0,1,0.0,0,67.0,53.4,Intermediate
CAND_941F8543,Security Engineer,Mid Level,26,10,13,0,3,10,8,0.0,0.2727272727272727,0.047619047619047616,48.0,3.0,1,2.0,1,58.0,30.34,Beginner
CAND_AC937A7D,System Administrator,Junior,23,2,0,0,0,2,0,0.0,0.0,0.0,24.0,4.0,1,3.0,1,60.5,29.02,Beginner
CAND_72878E5F,Data Scientist,Junior,25,10,9,3,5,7,4,0.3,0.5555555555555556,0.15789473684210525,36.0,5.0,1,1.0,1,64.5,45.15,Beginner
CAND_65E4DE44,Software Engineer,Fresher,26,10,11,6,5,4,5,0.6,0.5,0.15,0.0,3.0,1,2.0,1,58.0,43.15,Beginner
CAND_602D01FE,Software Engineer,Entry Level,24,10,11,5,5,5,5,0.5,0.5,0.0,12.0,0.0,0,1.0,1,38.0,36.4,Beginner
CAND_C517FC8A,Software Engineer,Entry Level,27,10,11,6,5,4,5,0.6,0.5,0.0,6.0,0.0,0,2.0,1,44.5,38.98,Beginner
CAND_C8813560,Data Scientist,Fresher,21,10,9,3,4,7,5,0.3,0.4444444444444444,0.15789473684210525,0.0,3.0,1,0.0,0,46.5,26.14,Beginner
CAND_E5F75A40,UI/UX Designer,Fresher,25,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,0.0,2.0,1,2.0,1,51.5,11.34,Beginner
CAND_68184EA4,Full Stack Developer,Junior,27,10,9,6,6,4,3,0.6,0.6666666666666666,0.0,24.0,0.0,0,0.0,0,40.5,47.69,Beginner
CAND_851A473A,Software Engineer,Fresher,28,10,11,6,5,4,5,0.6,0.5,0.3,0.0,6.0,1,2.0,1,76.0,46.3,Beginner
CAND_30A5221E,Product Manager,Entry Level,21,8,0,2,0,6,0,0.25,0.0,0.125,12.0,3.0,1,2.0,1,50.5,30.9,Beginner
CAND_DA274BCA,Product Manager,Fresher,26,8,0,2,0,6,0,0.25,0.0,0.125,0.0,4.0,1,1.0,1,61.0,21.93,Beginner
CAND_BD6F3437,UI/UX Designer,Junior,21,10,7,0,1,10,6,0.0,0.14285714285714285,0.058823529411764705,24.0,7.0,1,4.0,1,74.5,34.04,Beginner
CAND_F609751B,Data Engineer,Fresher,24,10,15,1,1,8,13,0.1111111111111111,0.07142857142857142,0.043478260869565216,0.0,6.0,1,3.0,1,72.0,20.41,Beginner
CAND_015D008F,Business Analyst,Junior,26,10,6,1,1,9,5,0.1,0.16666666666666666,0.0625,24.0,3.0,1,1.0,1,56.0,31.4,Beginner
CAND_74FF5F54,System Administrator,Junior,23,2,0,1,0,1,0,0.5,0.0,0.0,24.0,3.0,1,4.0,1,57.5,50.88,Intermediate
CAND_EFE14757,AI ML,Entry Level,27,10,12,8,1,2,10,0.8,0.09090909090909091,0.19047619047619047,12.0,3.0,1,1.0,1,57.5,53.14,Intermediate
CAND_B1C15B87,Data Scientist,Junior,26,10,9,3,5,7,4,0.3,0.5555555555555556,0.21052631578947367,24.0,4.0,1,2.0,1,63.0,47.86,Beginner
CAND_94856C31,Software Engineer,Fresher,21,10,11,8,4,2,6,0.8,0.4,0.15,0.0,3.0,1,3.0,1,52.5,51.88,Intermediate
CAND_DA17C167,Software Engineer,Entry Level,25,10,11,6,5,4,5,0.6,0.5,0.15,6.0,1.0,1,4.0,1,50.5,47.19,Beginner
CAND_ED636D16,System Administrator,Junior,27,2,0,1,0,1,0,0.5,0.0,0.0,24.0,0.0,0,0.0,0,40.5,37.02,Beginner
CAND_E60C404B,Backend Developer,Entry Level,27,10,9,3,2,6,7,0.3333333333333333,0.2222222222222222,0.0,6.0,5.0,1,3.0,1,71.5,33.88,Beginner
CAND_A5F072FE,Backend Developer,Junior,26,10,9,3,2,6,7,0.3333333333333333,0.2222222222222222,0.058823529411764705,24.0,6.0,1,3.0,1,75.0,46.19,Beginner
CAND_6419D1F8,AI ML,Fresher,29,10,12,8,2,2,9,0.8,0.18181818181818182,0.2857142857142857,0.0,6.0,1,4.0,1,81.5,55.18,Intermediate
CAND_4A2D98CB,DevOps Engineer,Entry Level,23,10,7,3,1,7,6,0.3,0.14285714285714285,0.058823529411764705,6.0,3.0,1,1.0,1,51.5,27.64,Beginner
CAND_024F3AB1,Data Scientist,Entry Level,23,10,9,3,4,7,5,0.3,0.4444444444444444,0.10526315789473684,12.0,1.0,1,3.0,1,45.5,35.47,Beginner
CAND_8873D1B4,Data Analyst,Entry Level,28,10,7,5,3,5,4,0.5,0.42857142857142855,0.11764705882352941,6.0,3.0,1,2.0,1,61.0,41.85,Beginner
CAND_FA9FFFDA,Mobile Developer,Entry Level,24,10,15,1,3,9,12,0.1,0.2,0.0,12.0,1.0,1,2.0,1,45.0,21.42,Beginner
CAND_057CE1A4,DevOps Engineer,Junior,22,10,7,1,0,9,7,0.1,0.0,0.0,36.0,0.0,0,1.0,1,35.0,22.75,Beginner
CAND_C7A1C909,QA Engineer,Fresher,29,10,8,0,1,10,7,0.0,0.125,0.0,0.0,5.0,1,1.0,1,70.5,11.78,Beginner
CAND_F34E67FA,System Administrator,Fresher,20,2,0,0,0,2,0,0.0,0.0,0.0,0.0,6.0,1,3.0,1,66.0,14.3,Beginner
CAND_6DED2402,Frontend Developer,Junior,23,10,10,0,2,10,7,0.0,0.2222222222222222,0.0,36.0,3.0,1,2.0,1,53.5,28.9,Beginner
CAND_D887DFDC,AI ML,Fresher,28,10,12,8,2,2,9,0.8,0.18181818181818182,0.2857142857142857,0.0,7.0,1,0.0,0,77.0,46.95,Beginner
CAND_3424F3FF,Frontend Developer,Junior,23,10,10,0,3,10,6,0.0,0.3333333333333333,0.10526315789473684,24.0,3.0,1,2.0,1,53.5,31.59,Beginner
CAND_515FF0CC,Business Analyst,Entry Level,20,10,6,2,0,8,6,0.2,0.0,0.0625,6.0,3.0,1,3.0,1,51.0,26.24,Beginner
CAND_FD758DAF,Machine Learning Engineer,Entry Level,25,10,1,2,0,8,1,0.2,0.0,0.0,12.0,6.0,1,3.0,1,73.5,30.18,Beginner
CAND_A861AFAB,Data Scientist,Entry Level,25,10,9,4,4,6,5,0.4,0.4444444444444444,0.10526315789473684,6.0,1.0,1,3.0,1,48.5,35.87,Beginner
CAND_1CF55F60,Data Engineer,Fresher,26,10,15,3,2,6,12,0.3333333333333333,0.14285714285714285,0.13043478260869565,0.0,3.0,1,0.0,0,54.0,24.42,Beginner
CAND_668DCB0F,Software Engineer,Fresher,27,10,11,5,6,5,4,0.5,0.6,0.05,0.0,3.0,1,5.0,1,65.5,45.02,Beginner
CAND_1364FA87,Frontend Developer,Entry Level,24,10,10,2,0,8,9,0.2,0.0,0.0,12.0,3.0,1,1.0,1,53.0,25.15,Beginner
CAND_C733DDE0,Frontend Developer,Entry Level,24,10,10,1,3,9,6,0.1,0.3333333333333333,0.15789473684210525,6.0,5.0,1,2.0,1,65.0,25.7,Beginner
CAND_2EA4A8AF,Data Scientist,Entry Level,24,10,9,3,4,7,5,0.3,0.4444444444444444,0.21052631578947367,6.0,5.0,1,0.0,0,61.0,31.4,Beginner
CAND_AB806E89,Machine Learning Engineer,Junior,26,10,1,2,0,8,1,0.2,0.0,0.0,24.0,6.0,1,2.0,1,73.0,35.65,Beginner
CAND_5E46D10B,DevOps Engineer,Entry Level,27,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,6.0,7.0,1,2.0,1,79.5,18.15,Beginner
CAND_9908B926,AI ML,Fresher,29,10,12,8,3,2,8,0.8,0.2727272727272727,0.38095238095238093,0.0,8.0,1,1.0,1,85.5,51.72,Intermediate
CAND_4AC8ECFA,UI/UX Designer,Entry Level,28,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,12.0,4.0,1,2.0,1,66.0,21.23,Beginner
CAND_BCB37128,QA Engineer,Junior,25,10,8,0,2,10,6,0.0,0.25,0.05555555555555555,24.0,4.0,1,2.0,1,61.5,30.41,Beginner
CAND_C21BCA97,QA Engineer,Entry Level,24,10,8,0,2,10,6,0.0,0.25,0.0,6.0,1.0,1,3.0,1,47.0,16.27,Beginner
CAND_E1BCB104,Business Analyst,Fresher,25,10,6,4,0,6,6,0.4,0.0,0.0625,0.0,4.0,1,1.0,1,59.5,26.91,Beginner
CAND_2CDE8CF9,Full Stack Developer,Entry Level,27,10,9,7,5,3,4,0.7,0.5555555555555556,0.16666666666666666,6.0,4.0,1,1.0,1,62.5,49.93,Beginner
CAND_61DB03EC,Software Engineer,Fresher,26,10,11,5,5,5,5,0.5,0.5,0.25,0.0,3.0,1,2.0,1,58.0,40.65,Beginner
CAND_59B9E386,Data Scientist,Entry Level,24,10,9,3,5,7,4,0.3,0.5555555555555556,0.21052631578947367,12.0,5.0,1,3.0,1,67.0,42.56,Beginner
CAND_2FF2D21E,DevOps Engineer,Junior,24,10,7,1,1,9,6,0.1,0.14285714285714285,0.058823529411764705,24.0,4.0,1,3.0,1,62.0,35.41,Beginner
CAND_E6660D16,Software Engineer,Entry Level,28,10,11,5,4,5,6,0.5,0.4,0.15,6.0,6.0,1,0.0,0,72.0,38.6,Beginner
CAND_52D22888,Cloud Engineer,Fresher,23,10,7,1,0,9,7,0.1,0.0,0.058823529411764705,0.0,2.0,1,1.0,1,46.5,12.54,Beginner
CAND_3D42B82A,Software Engineer,Junior,27,10,11,5,5,5,5,0.5,0.5,0.25,24.0,4.0,1,2.0,1,64.5,55.98,Intermediate
CAND_9381D5B6,Data Analyst,Mid Level,27,10,7,6,3,4,4,0.6,0.42857142857142855,0.17647058823529413,48.0,6.0,1,2.0,1,74.5,58.66,Intermediate
CAND_68162DEA,System Administrator,Entry Level,21,2,0,0,0,2,0,0.0,0.0,0.0,12.0,4.0,1,0.0,0,51.5,15.07,Beginner
CAND_E6BF2FF4,Mobile Developer,Fresher,24,10,15,1,2,9,13,0.1,0.13333333333333333,0.08,0.0,5.0,1,1.0,1,63.0,16.68,Beginner
CAND_294B82C4,Product Manager,Junior,23,8,0,0,0,8,0,0.0,0.0,0.0,24.0,5.0,1,2.0,1,63.5,27.18,Beginner
CAND_15BDFCAB,UI/UX Designer,Fresher,29,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,0.0,3.0,1,2.0,1,62.5,13.55,Beginner
CAND_19DB4245,Software Engineer,Junior,24,10,11,6,4,4,6,0.6,0.4,0.15,24.0,4.0,1,1.0,1,58.0,55.15,Intermediate
CAND_7D51AABD,Data Engineer,Entry Level,27,10,15,4,1,5,13,0.4444444444444444,0.07142857142857142,0.13043478260869565,6.0,5.0,1,2.0,1,69.5,36.67,Beginner
CAND_69620724,AI ML,Entry Level,29,10,12,8,2,2,9,0.8,0.18181818181818182,0.0,6.0,1.0,1,3.0,1,54.5,47.96,Beginner
CAND_A406ECFB,Full Stack Developer,Fresher,29,10,9,5,4,5,5,0.5,0.4444444444444444,0.16666666666666666,0.0,2.0,1,2.0,1,57.5,37.15,Beginner
