skill,forecast_week,forecast_step,predicted_count,trend,method,data_points_used,last_actual_count,avg_actual_count,growth_score,ci_lower_step12,ci_upper_step12,endpoint_anomaly_excluded
laravel,2026-W41,8,74.93,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W42,9,74.78,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W43,10,74.62,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W44,11,74.47,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W45,12,74.31,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
google cloud,2026-W34,1,124.0,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W35,2,124.17,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W36,3,124.33,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W37,4,124.5,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W38,5,124.66,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W39,6,124.83,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W40,7,124.99,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W41,8,125.16,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W42,9,125.32,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W43,10,125.49,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W44,11,125.65,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
google cloud,2026-W45,12,125.82,stable,ES,133,131,112.93,0.0028,108.72,141.58,False
blockchain,2026-W34,1,71.76,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W35,2,72.18,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W36,3,72.6,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W37,4,73.02,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W38,5,73.44,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W39,6,73.85,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W40,7,74.27,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W41,8,74.69,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W42,9,75.11,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W43,10,75.53,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W44,11,75.95,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
blockchain,2026-W45,12,76.37,stable,ES,133,83,105.92,0.0164,21.32,133.49,False
typescript,2026-W34,1,205.83,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W35,2,206.61,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W36,3,207.4,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W37,4,208.19,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W38,5,208.98,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W39,6,209.76,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W40,7,210.55,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W41,8,211.34,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W42,9,212.12,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W43,10,212.91,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W44,11,213.7,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
typescript,2026-W45,12,214.48,stable,ES,133,209,153.69,0.0296,198.46,229.49,False
deep learning,2026-W34,1,153.57,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W35,2,154.08,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W36,3,154.59,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W37,4,155.1,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W38,5,155.61,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W39,6,156.13,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W40,7,156.64,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W41,8,157.15,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W42,9,157.66,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W43,10,158.17,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W44,11,158.68,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
deep learning,2026-W45,12,159.2,stable,ES,133,154,119.29,0.0937,142.76,173.46,False
tensorflow,2026-W34,1,82.91,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W35,2,82.79,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W36,3,82.67,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W37,4,82.54,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W38,5,82.42,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W39,6,82.3,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W40,7,82.18,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W41,8,82.06,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W42,9,81.93,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W43,10,81.81,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W44,11,81.69,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
tensorflow,2026-W45,12,81.57,stable,ES,133,75,91.1,0.0357,64.78,95.32,False
next.js,2026-W34,1,160.63,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W35,2,161.22,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W36,3,161.81,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W37,4,162.4,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W38,5,163.0,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W39,6,163.59,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W40,7,164.18,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W41,8,164.77,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W42,9,165.36,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W43,10,165.95,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W44,11,166.54,stable,ES,133,153,121.02,0.095,152.87,182.0,False
next.js,2026-W45,12,167.13,stable,ES,133,153,121.02,0.095,152.87,182.0,False
django,2026-W34,1,97.99,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W35,2,98.08,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W36,3,98.18,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W37,4,98.27,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W38,5,98.37,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W39,6,98.46,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W40,7,98.55,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W41,8,98.65,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W42,9,98.74,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W43,10,98.84,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W44,11,98.93,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
django,2026-W45,12,99.02,stable,ES,133,93,91.68,0.0451,85.06,113.83,False
data engineering,2026-W34,1,146.53,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W35,2,146.98,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W36,3,147.43,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W37,4,147.89,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W38,5,148.34,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W39,6,148.79,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W40,7,149.25,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W41,8,149.7,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W42,9,150.15,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W43,10,150.61,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W44,11,151.06,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
data engineering,2026-W45,12,151.51,stable,ES,133,168,116.16,-0.0983,134.63,169.37,False
cpp,2026-W34,1,73.39,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W35,2,73.29,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W36,3,73.18,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W37,4,73.08,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W38,5,72.97,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W39,6,72.87,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W40,7,72.77,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W41,8,72.66,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W42,9,72.56,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W43,10,72.45,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W44,11,72.35,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
cpp,2026-W45,12,72.24,stable,ES,133,67,80.41,0.0609,54.38,87.78,False
vue,2026-W34,1,58.27,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W35,2,58.16,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W36,3,58.04,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W37,4,57.93,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W38,5,57.82,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W39,6,57.71,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W40,7,57.59,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W41,8,57.48,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W42,9,57.37,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W43,10,57.26,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W44,11,57.15,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
vue,2026-W45,12,57.03,rising,ES,133,40,65.8,0.2082,41.85,72.87,False
microservices,2026-W34,1,105.75,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W35,2,105.93,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W36,3,106.11,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W37,4,106.29,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W38,5,106.47,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W39,6,106.65,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W40,7,106.84,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W41,8,107.02,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W42,9,107.2,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W43,10,107.38,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W44,11,107.56,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
microservices,2026-W45,12,107.74,stable,ES,133,101,93.65,0.0451,92.41,122.99,False
terraform,2026-W34,1,101.0,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W35,2,101.18,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W36,3,101.36,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W37,4,101.54,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W38,5,101.72,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W39,6,101.9,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W40,7,102.08,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W41,8,102.27,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W42,9,102.45,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W43,10,102.63,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W44,11,102.81,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
terraform,2026-W45,12,102.99,stable,ES,133,92,88.83,0.1151,86.17,118.95,False
flask,2026-W34,1,61.72,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W35,2,61.69,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W36,3,61.67,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W37,4,61.64,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W38,5,61.62,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W39,6,61.59,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W40,7,61.57,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W41,8,61.54,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W42,9,61.52,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W43,10,61.5,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W44,11,61.47,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
flask,2026-W45,12,61.45,falling,ES,133,82,63.37,-0.2922,45.46,77.86,False
redis,2026-W34,1,95.82,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W35,2,95.94,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W36,3,96.06,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W37,4,96.17,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W38,5,96.29,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W39,6,96.4,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W40,7,96.52,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W41,8,96.64,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W42,9,96.75,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W43,10,96.87,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W44,11,96.99,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
redis,2026-W45,12,97.1,stable,ES,133,87,88.03,0.0872,82.41,112.82,False
ios,2026-W34,1,68.6,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W35,2,68.48,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W36,3,68.36,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W37,4,68.24,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W38,5,68.11,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W39,6,67.99,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W40,7,67.87,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W41,8,67.75,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W42,9,67.63,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W43,10,67.5,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W44,11,67.38,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
ios,2026-W45,12,67.26,stable,ES,133,71,76.76,-0.0529,53.39,82.88,False
pytorch,2026-W34,1,142.34,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W35,2,142.83,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W36,3,143.33,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W37,4,143.82,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W38,5,144.31,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W39,6,144.81,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W40,7,145.3,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W41,8,145.8,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W42,9,146.29,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W43,10,146.79,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W44,11,147.28,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
pytorch,2026-W45,12,147.77,rising,ES,133,124,115.05,0.1524,126.95,165.97,False
tailwind,2026-W34,1,147.87,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W35,2,148.41,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W36,3,148.94,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W37,4,149.48,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W38,5,150.02,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W39,6,150.56,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W40,7,151.1,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W41,8,151.63,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W42,9,152.17,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W43,10,152.71,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W44,11,153.25,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
tailwind,2026-W45,12,153.79,stable,ES,133,162,111.83,-0.0404,140.2,170.03,False
kotlin,2026-W34,1,79.94,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W35,2,80.06,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W36,3,80.19,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W37,4,80.31,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W38,5,80.44,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W39,6,80.56,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W40,7,80.69,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W41,8,80.81,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W42,9,80.93,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W43,10,81.06,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W44,11,81.18,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
kotlin,2026-W45,12,81.31,rising,ES,133,65,71.56,0.1868,66.72,95.65,False
elasticsearch,2026-W34,1,71.07,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W35,2,71.1,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W36,3,71.13,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W37,4,71.16,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W38,5,71.19,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W39,6,71.22,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W40,7,71.25,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W41,8,71.28,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W42,9,71.31,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W43,10,71.34,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W44,11,71.37,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
elasticsearch,2026-W45,12,71.4,stable,ES,133,69,69.04,0.0232,56.56,84.78,False
dart,2026-W34,1,73.84,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W35,2,73.97,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W36,3,74.09,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W37,4,74.22,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W38,5,74.34,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W39,6,74.47,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W40,7,74.6,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W41,8,74.72,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W42,9,74.85,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W43,10,74.97,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W44,11,75.1,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
dart,2026-W45,12,75.23,stable,ES,133,71,64.76,0.0662,58.38,93.08,False
go,2026-W34,1,117.85,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W35,2,118.25,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W36,3,118.64,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W37,4,119.04,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W38,5,119.44,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W39,6,119.84,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W40,7,120.23,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W41,8,120.63,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W42,9,121.03,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W43,10,121.43,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W44,11,121.82,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
go,2026-W45,12,122.22,stable,ES,133,127,91.2,-0.0589,107.63,137.31,False
scikit-learn,2026-W34,1,78.24,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W35,2,78.38,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W36,3,78.53,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W37,4,78.68,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W38,5,78.83,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W39,6,78.98,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W40,7,79.13,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W41,8,79.28,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W42,9,79.43,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W43,10,79.57,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W44,11,79.72,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
scikit-learn,2026-W45,12,79.87,stable,ES,133,72,68.26,0.0937,64.05,95.57,False
graphql,2026-W34,1,89.03,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W35,2,89.22,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W36,3,89.41,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W37,4,89.6,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W38,5,89.79,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W39,6,89.98,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W40,7,90.17,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W41,8,90.36,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W42,9,90.55,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W43,10,90.74,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W44,11,90.93,stable,ES,133,84,76.33,0.083,78.59,104.92,False
graphql,2026-W45,12,91.11,stable,ES,133,84,76.33,0.083,78.59,104.92,False
rust,2026-W34,1,74.57,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W35,2,74.82,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W36,3,75.08,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W37,4,75.33,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W38,5,75.58,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W39,6,75.84,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W40,7,76.09,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W41,8,76.35,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W42,9,76.6,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W43,10,76.86,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W44,11,77.11,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
rust,2026-W45,12,77.37,stable,ES,133,72,57.51,0.0649,65.02,90.1,False
swift,2026-W34,1,42.31,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W35,2,42.18,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W36,3,42.06,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W37,4,41.94,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W38,5,41.82,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W39,6,41.7,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W40,7,41.58,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W41,8,41.45,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W42,9,41.33,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W43,10,41.21,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W44,11,41.09,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
swift,2026-W45,12,40.97,stable,ES,133,37,50.96,0.0618,23.47,55.35,False
ruby,2026-W34,1,30.19,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W35,2,30.09,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
