skill,lag_weeks,origin_week,train_size,variant,forecast_week,horizon_step,actual,predicted,abs_error,sq_error,pct_error
fastapi,1,2026-W20,124,arima_local,2026-W21,1,51.6,44.32,7.280000000000001,52.99840000000002,14.108527131782948
fastapi,1,2026-W20,124,arimax_local_exog,2026-W21,1,51.6,44.2,7.399999999999999,54.75999999999998,14.341085271317827
fastapi,1,2026-W24,128,arima_local,2026-W25,1,42.5,49.03,6.530000000000001,42.640900000000016,15.364705882352943
fastapi,1,2026-W24,128,arimax_local_exog,2026-W25,1,42.5,48.29,5.789999999999999,33.52409999999999,13.623529411764704
pytorch,5,2024-W13,8,arima_local,2024-W14,1,29.3,24.86,4.440000000000001,19.71360000000001,15.153583617747444
pytorch,5,2024-W13,8,arimax_local_exog,2024-W14,1,29.3,21.25,8.05,64.80250000000001,27.47440273037543
pytorch,5,2024-W17,12,arima_local,2024-W18,1,26.7,25.96,0.7399999999999984,0.5475999999999976,2.7715355805243385
pytorch,5,2024-W17,12,arimax_local_exog,2024-W18,1,26.7,23.21,3.4899999999999984,12.180099999999989,13.071161048689135
pytorch,5,2024-W21,16,arima_local,2024-W22,1,20.200000000000003,25.5,5.299999999999997,28.08999999999997,26.237623762376224
pytorch,5,2024-W21,16,arimax_local_exog,2024-W22,1,20.200000000000003,15.48,4.720000000000002,22.278400000000023,23.366336633663376
pytorch,5,2024-W25,20,arima_local,2024-W26,1,34.8,30.76,4.039999999999996,16.321599999999965,11.60919540229884
pytorch,5,2024-W25,20,arimax_local_exog,2024-W26,1,34.8,37.05,2.25,5.0625,6.4655172413793105
pytorch,5,2024-W29,24,arima_local,2024-W30,1,30.1,26.41,3.6900000000000013,13.61610000000001,12.259136212624588
pytorch,5,2024-W29,24,arimax_local_exog,2024-W30,1,30.1,27.82,2.280000000000001,5.198400000000005,7.5747508305647875
pytorch,5,2024-W33,28,arima_local,2024-W34,1,36.0,27.35,8.649999999999999,74.82249999999998,24.02777777777777
pytorch,5,2024-W33,28,arimax_local_exog,2024-W34,1,36.0,31.2,4.800000000000001,23.040000000000006,13.333333333333336
pytorch,5,2024-W37,32,arima_local,2024-W38,1,30.7,29.87,0.8299999999999983,0.6888999999999972,2.7035830618892454
pytorch,5,2024-W37,32,arimax_local_exog,2024-W38,1,30.7,31.64,0.9400000000000013,0.8836000000000024,3.0618892508143367
pytorch,5,2024-W41,36,arima_local,2024-W42,1,44.4,30.76,13.639999999999997,186.0495999999999,30.720720720720713
pytorch,5,2024-W41,36,arimax_local_exog,2024-W42,1,44.4,31.23,13.169999999999998,173.44889999999995,29.662162162162158
pytorch,5,2024-W45,40,arima_local,2024-W46,1,35.3,31.86,3.4399999999999977,11.833599999999985,9.745042492917841
pytorch,5,2024-W45,40,arimax_local_exog,2024-W46,1,35.3,33.52,1.779999999999994,3.168399999999979,5.042492917847009
pytorch,5,2024-W49,44,arima_local,2024-W50,1,35.6,31.45,4.150000000000002,17.222500000000018,11.657303370786522
pytorch,5,2024-W49,44,arimax_local_exog,2024-W50,1,35.6,34.65,0.9500000000000028,0.9025000000000054,2.6685393258427044
pytorch,5,2024-W53,48,arima_local,2025-W01,1,33.1,33.05,0.05000000000000426,0.0025000000000004264,0.1510574018127017
pytorch,5,2024-W53,48,arimax_local_exog,2025-W01,1,33.1,32.81,0.28999999999999915,0.08409999999999951,0.8761329305135925
pytorch,5,2025-W04,52,arima_local,2025-W05,1,25.1,33.93,8.829999999999998,77.96889999999998,35.17928286852589
pytorch,5,2025-W04,52,arimax_local_exog,2025-W05,1,25.1,35.34,10.240000000000002,104.85760000000005,40.79681274900399
pytorch,5,2025-W08,56,arima_local,2025-W09,1,34.3,34.88,0.5800000000000054,0.33640000000000625,1.6909620991253802
pytorch,5,2025-W08,56,arimax_local_exog,2025-W09,1,34.3,34.91,0.6099999999999994,0.3720999999999993,1.778425655976675
pytorch,5,2025-W12,60,arima_local,2025-W13,1,43.2,35.54,7.660000000000004,58.67560000000006,17.731481481481488
pytorch,5,2025-W12,60,arimax_local_exog,2025-W13,1,43.2,35.67,7.530000000000001,56.70090000000002,17.430555555555557
pytorch,5,2025-W16,64,arima_local,2025-W17,1,42.2,36.79,5.410000000000004,29.26810000000004,12.81990521327015
pytorch,5,2025-W16,64,arimax_local_exog,2025-W17,1,42.2,36.83,5.3700000000000045,28.83690000000005,12.72511848341233
pytorch,5,2025-W20,68,arima_local,2025-W21,1,28.1,38.13,10.030000000000001,100.60090000000002,35.693950177935946
pytorch,5,2025-W20,68,arimax_local_exog,2025-W21,1,28.1,37.85,9.75,95.0625,34.69750889679715
pytorch,5,2025-W24,72,arima_local,2025-W25,1,39.5,39.24,0.259999999999998,0.06759999999999897,0.6582278481012608
pytorch,5,2025-W24,72,arimax_local_exog,2025-W25,1,39.5,39.27,0.22999999999999687,0.05289999999999856,0.5822784810126503
pytorch,5,2025-W28,76,arima_local,2025-W29,1,35.2,41.52,6.32,39.942400000000006,17.954545454545453
pytorch,5,2025-W28,76,arimax_local_exog,2025-W29,1,35.2,42.15,6.949999999999996,48.30249999999994,19.74431818181817
pytorch,5,2025-W32,80,arima_local,2025-W33,1,36.2,40.66,4.459999999999994,19.891599999999944,12.320441988950257
pytorch,5,2025-W32,80,arimax_local_exog,2025-W33,1,36.2,40.53,4.329999999999998,18.748899999999985,11.961325966850824
pytorch,5,2025-W36,84,arima_local,2025-W37,1,47.9,41.84,6.059999999999995,36.72359999999994,12.651356993736943
pytorch,5,2025-W36,84,arimax_local_exog,2025-W37,1,47.9,41.72,6.18,38.1924,12.90187891440501
pytorch,5,2025-W40,88,arima_local,2025-W41,1,37.9,42.61,4.710000000000001,22.184100000000008,12.427440633245384
pytorch,5,2025-W40,88,arimax_local_exog,2025-W41,1,37.9,42.59,4.690000000000005,21.996100000000045,12.374670184696583
pytorch,5,2025-W44,92,arima_local,2025-W45,1,43.3,41.68,1.6199999999999974,2.6243999999999916,3.7413394919168534
pytorch,5,2025-W44,92,arimax_local_exog,2025-W45,1,43.3,41.68,1.6199999999999974,2.6243999999999916,3.7413394919168534
pytorch,5,2025-W48,96,arima_local,2025-W49,1,37.8,39.38,1.5800000000000054,2.4964000000000173,4.179894179894195
pytorch,5,2025-W48,96,arimax_local_exog,2025-W49,1,37.8,39.37,1.5700000000000003,2.464900000000001,4.153439153439154
pytorch,5,2025-W52,100,arima_local,2026-W01,1,47.9,41.93,5.969999999999999,35.64089999999999,12.463465553235906
pytorch,5,2025-W52,100,arimax_local_exog,2026-W01,1,47.9,41.57,6.329999999999998,40.06889999999998,13.215031315240081
pytorch,5,2026-W04,104,arima_local,2026-W05,1,38.5,45.64,7.140000000000001,50.979600000000005,18.545454545454547
pytorch,5,2026-W04,104,arimax_local_exog,2026-W05,1,38.5,45.77,7.270000000000003,52.85290000000005,18.88311688311689
pytorch,5,2026-W08,108,arima_local,2026-W09,1,39.8,44.1,4.300000000000004,18.490000000000038,10.804020100502525
pytorch,5,2026-W08,108,arimax_local_exog,2026-W09,1,39.8,44.2,4.400000000000006,19.36000000000005,11.055276381909563
pytorch,5,2026-W12,112,arima_local,2026-W13,1,41.0,46.42,5.420000000000002,29.376400000000018,13.219512195121954
pytorch,5,2026-W12,112,arimax_local_exog,2026-W13,1,41.0,46.04,5.039999999999999,25.40159999999999,12.292682926829267
pytorch,5,2026-W16,116,arima_local,2026-W17,1,42.9,47.28,4.380000000000003,19.18440000000002,10.209790209790217
pytorch,5,2026-W16,116,arimax_local_exog,2026-W17,1,42.9,46.82,3.9200000000000017,15.366400000000013,9.137529137529143
pytorch,5,2026-W20,120,arima_local,2026-W21,1,46.2,45.34,0.8599999999999994,0.739599999999999,1.8614718614718602
pytorch,5,2026-W20,120,arimax_local_exog,2026-W21,1,46.2,45.46,0.740000000000002,0.547600000000003,1.601731601731606
pytorch,5,2026-W24,124,arima_local,2026-W25,1,35.7,45.1,9.399999999999999,88.35999999999997,26.33053221288515
pytorch,5,2026-W24,124,arimax_local_exog,2026-W25,1,35.7,45.66,9.959999999999994,99.20159999999987,27.899159663865525
tailwind,2,2024-W10,8,arima_local,2024-W11,1,33.2,34.53,1.3299999999999983,1.7688999999999955,4.006024096385537
tailwind,2,2024-W10,8,arimax_local_exog,2024-W11,1,33.2,41.71,8.509999999999998,72.42009999999996,25.632530120481924
tailwind,2,2024-W14,12,arima_local,2024-W15,1,40.0,33.61,6.390000000000001,40.832100000000004,15.975
tailwind,2,2024-W14,12,arimax_local_exog,2024-W15,1,40.0,33.61,6.390000000000001,40.832100000000004,15.975
tailwind,2,2024-W18,16,arima_local,2024-W19,1,33.3,36.52,3.220000000000006,10.368400000000038,9.669669669669688
tailwind,2,2024-W18,16,arimax_local_exog,2024-W19,1,33.3,37.95,4.650000000000006,21.622500000000052,13.963963963963982
tailwind,2,2024-W22,20,arima_local,2024-W23,1,26.4,31.75,5.350000000000001,28.622500000000016,20.265151515151523
tailwind,2,2024-W22,20,arimax_local_exog,2024-W23,1,26.4,33.41,7.009999999999998,49.140099999999975,26.553030303030294
tailwind,2,2024-W26,24,arima_local,2024-W27,1,38.400000000000006,33.12,5.280000000000008,27.878400000000088,13.750000000000021
tailwind,2,2024-W26,24,arimax_local_exog,2024-W27,1,38.400000000000006,32.03,6.3700000000000045,40.57690000000006,16.588541666666675
tailwind,2,2024-W30,28,arima_local,2024-W31,1,49.1,38.89,10.21,104.24410000000002,20.79429735234216
tailwind,2,2024-W30,28,arimax_local_exog,2024-W31,1,49.1,40.76,8.340000000000003,69.55560000000006,16.985743380855403
tailwind,2,2024-W34,32,arima_local,2024-W35,1,36.9,41.97,5.07,25.704900000000002,13.739837398373986
tailwind,2,2024-W34,32,arimax_local_exog,2024-W35,1,36.9,41.83,4.93,24.304899999999996,13.360433604336045
tailwind,2,2024-W38,36,arima_local,2024-W39,1,41.599999999999994,35.33,6.269999999999996,39.31289999999995,15.072115384615378
tailwind,2,2024-W38,36,arimax_local_exog,2024-W39,1,41.599999999999994,33.79,7.809999999999995,60.99609999999993,18.774038461538453
tailwind,2,2024-W42,40,arima_local,2024-W43,1,46.9,42.9,4.0,16.0,8.528784648187633
tailwind,2,2024-W42,40,arimax_local_exog,2024-W43,1,46.9,43.93,2.969999999999999,8.820899999999993,6.332622601279316
tailwind,2,2024-W46,44,arima_local,2024-W47,1,55.4,40.04,15.36,235.9296,27.72563176895307
tailwind,2,2024-W46,44,arimax_local_exog,2024-W47,1,55.4,40.23,15.170000000000002,230.12890000000004,27.38267148014441
tailwind,2,2024-W50,48,arima_local,2024-W51,1,42.6,41.57,1.0300000000000011,1.0609000000000024,2.417840375586857
tailwind,2,2024-W50,48,arimax_local_exog,2024-W51,1,42.6,41.06,1.5399999999999991,2.3715999999999973,3.6150234741784018
tailwind,2,2025-W01,52,arima_local,2025-W02,1,40.7,42.88,2.1799999999999997,4.752399999999999,5.3562653562653555
tailwind,2,2025-W01,52,arimax_local_exog,2025-W02,1,40.7,43.56,2.8599999999999994,8.179599999999997,7.0270270270270245
tailwind,2,2025-W05,56,arima_local,2025-W06,1,42.900000000000006,41.92,0.980000000000004,0.9604000000000078,2.2843822843822936
tailwind,2,2025-W05,56,arimax_local_exog,2025-W06,1,42.900000000000006,41.8,1.1000000000000085,1.2100000000000188,2.564102564102584
tailwind,2,2025-W09,60,arima_local,2025-W10,1,39.0,42.94,3.9399999999999977,15.523599999999982,10.102564102564097
tailwind,2,2025-W09,60,arimax_local_exog,2025-W10,1,39.0,42.72,3.719999999999999,13.838399999999991,9.538461538461537
tailwind,2,2025-W13,64,arima_local,2025-W14,1,50.8,44.77,6.029999999999994,36.36089999999993,11.870078740157469
tailwind,2,2025-W13,64,arimax_local_exog,2025-W14,1,50.8,45.02,5.779999999999994,33.40839999999993,11.3779527559055
tailwind,2,2025-W17,68,arima_local,2025-W18,1,52.400000000000006,45.04,7.3600000000000065,54.169600000000095,14.045801526717568
tailwind,2,2025-W17,68,arimax_local_exog,2025-W18,1,52.400000000000006,45.08,7.320000000000007,53.582400000000106,13.969465648854976
tailwind,2,2025-W21,72,arima_local,2025-W22,1,49.6,44.18,5.420000000000002,29.376400000000018,10.927419354838714
tailwind,2,2025-W21,72,arimax_local_exog,2025-W22,1,49.6,43.75,5.850000000000001,34.22250000000002,11.79435483870968
tailwind,2,2025-W25,76,arima_local,2025-W26,1,57.5,47.45,10.049999999999997,101.00249999999994,17.47826086956521
tailwind,2,2025-W25,76,arimax_local_exog,2025-W26,1,57.5,47.56,9.939999999999998,98.80359999999996,17.28695652173913
tailwind,2,2025-W29,80,arima_local,2025-W30,1,57.900000000000006,47.46,10.440000000000005,108.9936000000001,18.03108808290156
tailwind,2,2025-W29,80,arimax_local_exog,2025-W30,1,57.900000000000006,47.46,10.440000000000005,108.9936000000001,18.03108808290156
tailwind,2,2025-W33,84,arima_local,2025-W34,1,52.1,48.39,3.710000000000001,13.764100000000006,7.120921305182343
tailwind,2,2025-W33,84,arimax_local_exog,2025-W34,1,52.1,48.37,3.730000000000004,13.912900000000029,7.159309021113251
tailwind,2,2025-W37,88,arima_local,2025-W38,1,52.9,52.32,0.5799999999999983,0.33639999999999803,1.0964083175803372
tailwind,2,2025-W37,88,arimax_local_exog,2025-W38,1,52.9,52.46,0.4399999999999977,0.193599999999998,0.8317580340264608
tailwind,2,2025-W41,92,arima_local,2025-W42,1,65.3,53.66,11.64,135.48960000000002,17.82542113323124
tailwind,2,2025-W41,92,arimax_local_exog,2025-W42,1,65.3,53.93,11.369999999999997,129.27689999999996,17.411944869831544
tailwind,2,2025-W45,96,arima_local,2025-W46,1,54.4,55.24,0.8400000000000034,0.7056000000000058,1.5441176470588298
tailwind,2,2025-W45,96,arimax_local_exog,2025-W46,1,54.4,55.37,0.9699999999999989,0.9408999999999978,1.7830882352941155
tailwind,2,2025-W49,100,arima_local,2025-W50,1,56.599999999999994,52.41,4.189999999999998,17.55609999999998,7.402826855123672
tailwind,2,2025-W49,100,arimax_local_exog,2025-W50,1,56.599999999999994,52.08,4.519999999999996,20.430399999999963,7.985865724381619
tailwind,2,2026-W01,104,arima_local,2026-W02,1,51.2,55.7,4.5,20.25,8.7890625
tailwind,2,2026-W01,104,arimax_local_exog,2026-W02,1,51.2,56.12,4.919999999999995,24.206399999999945,9.60937499999999
tailwind,2,2026-W05,108,arima_local,2026-W06,1,52.400000000000006,53.66,1.259999999999991,1.587599999999977,2.404580152671738
tailwind,2,2026-W05,108,arimax_local_exog,2026-W06,1,52.400000000000006,53.91,1.509999999999991,2.2800999999999725,2.8816793893129593
tailwind,2,2026-W09,112,arima_local,2026-W10,1,65.6,52.41,13.189999999999998,173.97609999999995,20.10670731707317
tailwind,2,2026-W09,112,arimax_local_exog,2026-W10,1,65.6,52.43,13.169999999999995,173.44889999999987,20.076219512195117
tailwind,2,2026-W13,116,arima_local,2026-W14,1,46.7,53.38,6.68,44.6224,14.30406852248394
tailwind,2,2026-W13,116,arimax_local_exog,2026-W14,1,46.7,53.67,6.969999999999999,48.580899999999986,14.925053533190574
tailwind,2,2026-W17,120,arima_local,2026-W18,1,58.1,53.68,4.420000000000002,19.536400000000015,7.607573149741826
tailwind,2,2026-W17,120,arimax_local_exog,2026-W18,1,58.1,53.82,4.280000000000001,18.31840000000001,7.366609294320139
tailwind,2,2026-W21,124,arima_local,2026-W22,1,63.599999999999994,54.96,8.639999999999993,74.6495999999999,13.58490566037735
tailwind,2,2026-W21,124,arimax_local_exog,2026-W22,1,63.599999999999994,55.13,8.469999999999992,71.74089999999985,13.31761006289307
tailwind,2,2026-W25,128,arima_local,2026-W26,1,67.0,58.5,8.5,72.25,12.686567164179104
tailwind,2,2026-W25,128,arimax_local_exog,2026-W26,1,67.0,58.68,8.32,69.22240000000001,12.417910447761194
deep learning,1,2024-W09,8,arima_local,2024-W10,1,30.5,21.52,8.98,80.64040000000001,29.442622950819676
deep learning,1,2024-W09,8,arimax_local_exog,2024-W10,1,30.5,24.71,5.789999999999999,33.52409999999999,18.983606557377048
deep learning,1,2024-W13,12,arima_local,2024-W14,1,17.8,25.03,7.23,52.27290000000001,40.61797752808989
deep learning,1,2024-W13,12,arimax_local_exog,2024-W14,1,17.8,27.72,9.919999999999998,98.40639999999996,55.73033707865167
deep learning,1,2024-W17,16,arima_local,2024-W18,1,35.400000000000006,23.77,11.630000000000006,135.25690000000014,32.85310734463278
deep learning,1,2024-W17,16,arimax_local_exog,2024-W18,1,35.400000000000006,23.61,11.790000000000006,139.00410000000014,33.30508474576273
deep learning,1,2024-W21,20,arima_local,2024-W22,1,24.8,28.31,3.509999999999998,12.320099999999986,14.153225806451605
deep learning,1,2024-W21,20,arimax_local_exog,2024-W22,1,24.8,28.23,3.4299999999999997,11.764899999999997,13.83064516129032
deep learning,1,2024-W25,24,arima_local,2024-W26,1,22.200000000000003,26.23,4.029999999999998,16.240899999999982,18.15315315315314
deep learning,1,2024-W25,24,arimax_local_exog,2024-W26,1,22.200000000000003,26.94,4.739999999999998,22.467599999999987,21.35135135135134
deep learning,1,2024-W29,28,arima_local,2024-W30,1,32.1,27.39,4.710000000000001,22.184100000000008,14.672897196261683
deep learning,1,2024-W29,28,arimax_local_exog,2024-W30,1,32.1,27.28,4.82,23.232400000000002,15.01557632398754
deep learning,1,2024-W33,32,arima_local,2024-W34,1,29.6,32.7,3.1000000000000014,9.610000000000008,10.472972972972977
deep learning,1,2024-W33,32,arimax_local_exog,2024-W34,1,29.6,33.27,3.6700000000000017,13.468900000000012,12.398648648648654
deep learning,1,2024-W37,36,arima_local,2024-W38,1,36.0,36.08,0.0799999999999983,0.006399999999999727,0.2222222222222175
deep learning,1,2024-W37,36,arimax_local_exog,2024-W38,1,36.0,36.57,0.5700000000000003,0.3249000000000003,1.5833333333333341
deep learning,1,2024-W41,40,arima_local,2024-W42,1,28.799999999999997,36.14,7.340000000000003,53.87560000000005,25.486111111111125
deep learning,1,2024-W41,40,arimax_local_exog,2024-W42,1,28.799999999999997,35.72,6.920000000000002,47.88640000000002,24.027777777777786
deep learning,1,2024-W45,44,arima_local,2024-W46,1,34.8,29.96,4.839999999999996,23.425599999999964,13.908045977011485
deep learning,1,2024-W45,44,arimax_local_exog,2024-W46,1,34.8,28.56,6.239999999999998,38.93759999999998,17.93103448275862
deep learning,1,2024-W49,48,arima_local,2024-W50,1,34.9,28.71,6.189999999999998,38.31609999999997,17.736389684813748
deep learning,1,2024-W49,48,arimax_local_exog,2024-W50,1,34.9,28.15,6.75,45.5625,19.340974212034386
deep learning,1,2024-W53,52,arima_local,2025-W01,1,26.6,39.82,13.219999999999999,174.76839999999996,49.699248120300744
deep learning,1,2024-W53,52,arimax_local_exog,2025-W01,1,26.6,39.61,13.009999999999998,169.26009999999994,48.90977443609022
deep learning,1,2025-W04,56,arima_local,2025-W05,1,34.8,32.27,2.529999999999994,6.40089999999997,7.270114942528719
deep learning,1,2025-W04,56,arimax_local_exog,2025-W05,1,34.8,31.77,3.0299999999999976,9.180899999999985,8.706896551724132
deep learning,1,2025-W08,60,arima_local,2025-W09,1,41.9,34.91,6.990000000000002,48.86010000000003,16.682577565632464
deep learning,1,2025-W08,60,arimax_local_exog,2025-W09,1,41.9,33.08,8.82,77.7924,21.050119331742245
deep learning,1,2025-W12,64,arima_local,2025-W13,1,36.900000000000006,40.25,3.3499999999999943,11.222499999999961,9.078590785907842
deep learning,1,2025-W12,64,arimax_local_exog,2025-W13,1,36.900000000000006,37.89,0.9899999999999949,0.9800999999999899,2.682926829268278
deep learning,1,2025-W16,68,arima_local,2025-W17,1,38.0,41.27,3.270000000000003,10.692900000000021,8.605263157894745
deep learning,1,2025-W16,68,arimax_local_exog,2025-W17,1,38.0,42.54,4.539999999999999,20.611599999999992,11.947368421052628
deep learning,1,2025-W20,72,arima_local,2025-W21,1,40.2,39.25,0.9500000000000028,0.9025000000000054,2.363184079601997
deep learning,1,2025-W20,72,arimax_local_exog,2025-W21,1,40.2,40.23,0.02999999999999403,0.0008999999999996419,0.07462686567162694
deep learning,1,2025-W24,76,arima_local,2025-W25,1,37.0,37.64,0.6400000000000006,0.40960000000000074,1.7297297297297312
deep learning,1,2025-W24,76,arimax_local_exog,2025-W25,1,37.0,38.36,1.3599999999999994,1.8495999999999984,3.675675675675674
deep learning,1,2025-W28,80,arima_local,2025-W29,1,37.1,39.33,2.229999999999997,4.972899999999986,6.010781671159021
deep learning,1,2025-W28,80,arimax_local_exog,2025-W29,1,37.1,38.7,1.6000000000000014,2.5600000000000045,4.312668463611864
deep learning,1,2025-W32,84,arima_local,2025-W33,1,32.1,38.39,6.289999999999999,39.56409999999999,19.595015576323984
deep learning,1,2025-W32,84,arimax_local_exog,2025-W33,1,32.1,37.77,5.670000000000002,32.14890000000002,17.663551401869164
deep learning,1,2025-W36,88,arima_local,2025-W37,1,37.7,42.94,5.239999999999995,27.457599999999946,13.899204244031814
deep learning,1,2025-W36,88,arimax_local_exog,2025-W37,1,37.7,44.9,7.199999999999996,51.83999999999994,19.098143236074257
deep learning,1,2025-W40,92,arima_local,2025-W41,1,47.0,41.26,5.740000000000002,32.94760000000002,12.212765957446813
deep learning,1,2025-W40,92,arimax_local_exog,2025-W41,1,47.0,42.79,4.210000000000001,17.724100000000007,8.95744680851064
deep learning,1,2025-W44,96,arima_local,2025-W45,1,31.9,42.28,10.380000000000003,107.74440000000006,32.53918495297807
deep learning,1,2025-W44,96,arimax_local_exog,2025-W45,1,31.9,43.12,11.219999999999999,125.88839999999998,35.172413793103445
deep learning,1,2025-W48,100,arima_local,2025-W49,1,42.4,44.06,1.6600000000000037,2.7556000000000123,3.9150943396226503
deep learning,1,2025-W48,100,arimax_local_exog,2025-W49,1,42.4,44.17,1.7700000000000031,3.132900000000011,4.1745283018868
deep learning,1,2025-W52,104,arima_local,2026-W01,1,34.6,42.2,7.600000000000001,57.76000000000002,21.965317919075147
deep learning,1,2025-W52,104,arimax_local_exog,2026-W01,1,34.6,43.15,8.549999999999997,73.10249999999995,24.71098265895953
deep learning,1,2026-W04,108,arima_local,2026-W05,1,41.7,41.57,0.13000000000000256,0.016900000000000664,0.3117505995203898
deep learning,1,2026-W04,108,arimax_local_exog,2026-W05,1,41.7,42.62,0.9199999999999946,0.84639999999999,2.2062350119903944
deep learning,1,2026-W08,112,arima_local,2026-W09,1,46.8,44.45,2.3499999999999943,5.522499999999973,5.02136752136751
deep learning,1,2026-W08,112,arimax_local_exog,2026-W09,1,46.8,45.03,1.769999999999996,3.132899999999986,3.7820512820512735
deep learning,1,2026-W12,116,arima_local,2026-W13,1,38.7,45.65,6.949999999999996,48.30249999999994,17.958656330749342
deep learning,1,2026-W12,116,arimax_local_exog,2026-W13,1,38.7,47.0,8.299999999999997,68.88999999999996,21.4470284237726
deep learning,1,2026-W16,120,arima_local,2026-W17,1,55.0,44.23,10.770000000000003,115.99290000000006,19.581818181818186
deep learning,1,2026-W16,120,arimax_local_exog,2026-W17,1,55.0,43.11,11.89,141.37210000000002,21.61818181818182
deep learning,1,2026-W20,124,arima_local,2026-W21,1,52.7,45.09,7.609999999999999,57.91209999999999,14.440227703984817
deep learning,1,2026-W20,124,arimax_local_exog,2026-W21,1,52.7,44.83,7.8700000000000045,61.93690000000007,14.933586337760918
deep learning,1,2026-W24,128,arima_local,2026-W25,1,48.8,45.34,3.4599999999999937,11.971599999999956,7.090163934426218
deep learning,1,2026-W24,128,arimax_local_exog,2026-W25,1,48.8,45.14,3.6599999999999966,13.395599999999975,7.499999999999993
php,2,2024-W10,8,arima_local,2024-W11,1,82.5,79.58,2.9200000000000017,8.52640000000001,3.5393939393939413
php,2,2024-W10,8,arimax_local_exog,2024-W11,1,82.5,90.97,8.469999999999999,71.74089999999998,10.266666666666666
php,2,2024-W14,12,arima_local,2024-W15,1,84.0,80.26,3.739999999999995,13.987599999999961,4.452380952380946
php,2,2024-W14,12,arimax_local_exog,2024-W15,1,84.0,78.14,5.859999999999999,34.33959999999999,6.976190476190476
php,2,2024-W18,16,arima_local,2024-W19,1,73.0,79.44,6.439999999999998,41.47359999999997,8.821917808219174
php,2,2024-W18,16,arimax_local_exog,2024-W19,1,73.0,79.19,6.189999999999998,38.31609999999997,8.479452054794518
php,2,2024-W22,20,arima_local,2024-W23,1,71.8,79.54,7.740000000000009,59.907600000000144,10.779944289693606
php,2,2024-W22,20,arimax_local_exog,2024-W23,1,71.8,79.08,7.280000000000001,52.99840000000002,10.139275766016716
php,2,2024-W26,24,arima_local,2024-W27,1,77.7,74.93,2.769999999999996,7.672899999999978,3.56499356499356
php,2,2024-W26,24,arimax_local_exog,2024-W27,1,77.7,74.91,2.7900000000000063,7.784100000000035,3.590733590733599
php,2,2024-W30,28,arima_local,2024-W31,1,81.4,74.92,6.480000000000004,41.99040000000005,7.960687960687965
php,2,2024-W30,28,arimax_local_exog,2024-W31,1,81.4,75.03,6.3700000000000045,40.57690000000006,7.8255528255528315
php,2,2024-W34,32,arima_local,2024-W35,1,70.9,75.54,4.640000000000001,21.529600000000006,6.544428772919606
php,2,2024-W34,32,arimax_local_exog,2024-W35,1,70.9,76.38,5.47999999999999,30.030399999999887,7.729196050775726
php,2,2024-W38,36,arima_local,2024-W39,1,69.19999999999999,77.6,8.400000000000006,70.5600000000001,12.138728323699432
php,2,2024-W38,36,arimax_local_exog,2024-W39,1,69.19999999999999,76.44,7.240000000000009,52.417600000000135,10.462427745664755
php,2,2024-W42,40,arima_local,2024-W43,1,76.0,76.81,0.8100000000000023,0.6561000000000037,1.0657894736842135
php,2,2024-W42,40,arimax_local_exog,2024-W43,1,76.0,74.84,1.1599999999999966,1.3455999999999921,1.5263157894736799
php,2,2024-W46,44,arima_local,2024-W47,1,68.6,74.35,5.75,33.0625,8.38192419825073
php,2,2024-W46,44,arimax_local_exog,2024-W47,1,68.6,74.27,5.670000000000002,32.14890000000002,8.265306122448983
php,2,2024-W50,48,arima_local,2024-W51,1,65.3,70.3,5.0,25.0,7.65696784073507
php,2,2024-W50,48,arimax_local_exog,2024-W51,1,65.3,70.82,5.519999999999996,30.470399999999955,8.45329249617151
php,2,2025-W01,52,arima_local,2025-W02,1,66.2,68.32,2.1199999999999903,4.494399999999959,3.202416918428988
php,2,2025-W01,52,arimax_local_exog,2025-W02,1,66.2,68.31,2.1099999999999994,4.452099999999998,3.187311178247733
php,2,2025-W05,56,arima_local,2025-W06,1,67.9,70.6,2.6999999999999886,7.289999999999939,3.976435935198805
php,2,2025-W05,56,arimax_local_exog,2025-W06,1,67.9,71.52,3.6199999999999903,13.10439999999993,5.331369661266554
php,2,2025-W09,60,arima_local,2025-W10,1,68.8,68.12,0.6799999999999926,0.46239999999998993,0.988372093023245
php,2,2025-W09,60,arimax_local_exog,2025-W10,1,68.8,68.17,0.6299999999999955,0.39689999999999426,0.9156976744185981
php,2,2025-W13,64,arima_local,2025-W14,1,56.8,66.83,10.030000000000001,100.60090000000002,17.658450704225356
php,2,2025-W13,64,arimax_local_exog,2025-W14,1,56.8,66.91,10.11,102.21209999999999,17.799295774647888
php,2,2025-W17,68,arima_local,2025-W18,1,75.4,67.7,7.700000000000003,59.29000000000004,10.21220159151194
php,2,2025-W17,68,arimax_local_exog,2025-W18,1,75.4,66.58,8.820000000000007,77.79240000000013,11.6976127320955
php,2,2025-W21,72,arima_local,2025-W22,1,65.6,70.31,4.710000000000008,22.184100000000075,7.179878048780501
php,2,2025-W21,72,arimax_local_exog,2025-W22,1,65.6,69.05,3.450000000000003,11.90250000000002,5.25914634146342
php,2,2025-W25,76,arima_local,2025-W26,1,68.5,65.79,2.7099999999999937,7.344099999999966,3.9562043795620347
php,2,2025-W25,76,arimax_local_exog,2025-W26,1,68.5,66.06,2.4399999999999977,5.953599999999989,3.562043795620435
